Name,PitchType,Pitches,Velo,MaxVelo,SpinRate,IVB,HB,RelHeight,Extension,StuffPlus,AVGExitVelo,xwOBA,RunValue,CS,SwStr,CSW,RV100
Kyle Harrison,Slider,166,82.553,90.0,2016.801,-4.037,-9.236,4.958,6.535,103.645,82.675,0.426,2.756,24.7,7.83,32.53,1.66
Kyle Hendricks,Changeup,867,80.714,83.2,2156.108,8.364,-10.407,6.119,5.609,109.306,76.513,0.279,-11.844,6.57,17.53,24.1,-1.366
Kyle Hendricks,Curveball,73,73.314,75.7,2872.11,-9.773,15.674,6.158,5.541,97.19,81.644,0.294,-0.217,23.29,8.22,31.51,-0.297
Kyle Hendricks,FourSeam,428,87.78,90.5,2134.07,14.578,-4.999,5.97,5.715,95.451,86.315,0.518,5.289,32.24,3.04,35.28,1.236
Kyle Hendricks,Sinker,739,87.497,90.3,2026.571,6.651,-12.189,6.059,5.729,91.364,80.76,0.374,-0.895,25.85,3.25,29.1,-0.121
Kyle Nelson,Cutter,76,88.293,90.2,2549.697,7.822,-2.195,5.634,5.988,107.014,81.77,0.266,-1.574,13.16,9.21,22.37,-2.071
Kyle Nelson,FourSeam,281,92.036,94.6,2209.89,15.82,4.592,5.632,6.106,98.051,83.831,0.396,3.311,21.71,5.34,27.05,1.178
Kyle Nelson,Slider,513,85.417,88.0,2687.253,1.176,-5.129,5.619,5.954,110.577,82.095,0.425,5.312,11.7,21.25,32.95,1.035
Kyle Nicolas,FourSeam,62,96.819,98.8,2408.742,17.408,-9.178,5.92,6.815,138.674,81.63,0.228,1.155,20.97,8.06,29.03,1.863
Kyle Wright,Curveball,271,84.037,87.1,2546.487,-8.037,5.93,5.52,6.566,127.291,82.004,0.384,-2.904,16.24,16.24,32.48,-1.072
Kyle Wright,FourSeam,89,93.32,95.2,2341.09,10.203,-8.873,5.354,6.64,80.066,84.412,0.556,2.398,7.87,7.87,15.74,2.694
Kyle Wright,Sinker,170,92.683,95.2,2223.765,4.48,-14.665,5.317,6.764,103.001,82.232,0.361,8.392,21.76,2.94,24.7,4.936
Lance Lynn,Changeup,62,84.892,86.8,1778.565,6.9,-13.995,5.42,6.6,84.428,81.087,0.287,-2.895,3.23,14.52,17.75,-4.669
Lance Lynn,Curveball,73,81.129,84.2,2514.0,0.942,13.47,5.386,6.592,150.812,77.485,0.443,1.138,9.59,12.33,21.92,1.559
Lance Lynn,Cutter,183,89.526,92.7,2517.23,7.783,1.463,5.564,6.535,119.93,82.223,0.32,-1.943,9.29,7.65,16.94,-1.062
Lance Lynn,FourSeam,508,92.45,95.8,2415.982,13.916,-3.705,5.621,6.508,139.673,83.783,0.429,-0.364,17.91,12.2,30.11,-0.072
Lance Lynn,Sinker,123,91.782,94.8,2262.22,8.511,-13.291,5.581,6.561,115.693,79.573,0.234,1.564,17.07,6.5,23.57,1.272
Lance Lynn,Slider,97,82.991,85.9,2454.701,-2.636,3.928,5.586,6.509,108.207,83.971,0.446,2.657,9.28,13.4,22.68,2.739
Levi Stoudt,FourSeam,106,94.384,96.8,2120.406,16.689,-8.318,5.925,6.608,109.051,87.335,0.387,1.096,19.81,5.66,25.47,1.034
Levi Stoudt,Slider,77,84.074,89.0,2268.039,9.185,10.462,5.887,6.603,121.507,81.447,0.307,1.867,16.88,14.29,31.17,2.425
Logan Webb,Changeup,1314,87.455,90.6,1476.044,-4.437,-11.258,4.959,7.011,134.104,83.993,0.308,-26.555,12.1,12.71,24.81,-2.021
Logan Webb,FourSeam,117,92.64,94.3,1980.188,10.036,-9.783,5.121,6.952,95.423,82.413,0.408,2.23,3.42,14.53,17.95,1.906
Logan Webb,Sinker,1057,92.294,95.2,1874.305,0.851,-15.998,5.11,6.953,169.049,87.04,0.407,-0.79,32.17,3.03,35.2,-0.075
Logan Webb,Slider,657,84.292,88.5,2558.983,0.47,12.297,4.982,6.882,153.335,80.612,0.467,-0.514,21.0,9.74,30.74,-0.078
Lucas Luetge,Cutter,137,86.609,88.8,2548.241,6.438,-4.825,6.369,6.588,118.076,79.266,0.538,6.091,17.52,6.57,24.09,4.446
Lucas Luetge,Sweeper,99,76.368,78.2,2689.111,-1.81,-19.501,6.1,6.36,89.477,79.734,0.235,-1.325,9.09,11.11,20.2,-1.338
Lucas Sims,Curveball,62,78.073,80.9,3143.855,-12.854,14.117,5.761,5.626,113.118,75.943,0.114,1.035,9.68,6.45,16.13,1.669
Lucas Sims,FourSeam,459,94.188,96.3,2620.192,18.27,-6.9,5.74,5.754,163.617,80.317,0.342,-3.764,13.73,8.93,22.66,-0.82
Lucas Sims,Slider,534,83.758,87.3,3002.464,4.759,15.538,5.673,5.654,136.926,80.739,0.319,-14.51,16.48,19.48,35.96,-2.717
Luis Cessa,Changeup,100,86.329,88.6,1658.41,3.664,-13.31,6.135,5.662,92.556,82.429,0.432,3.261,7.0,13.0,20.0,3.261
Luis Cessa,FourSeam,109,91.899,93.4,2218.862,13.518,-8.4,6.074,5.668,59.447,86.521,0.378,1.824,19.27,1.83,21.1,1.673
Luis Cessa,Sinker,77,91.953,93.9,2169.247,9.382,-14.931,6.122,5.699,104.2,89.723,0.523,7.226,12.99,6.49,19.48,9.384
Luis Cessa,Slider,173,81.249,83.2,2458.572,-5.047,6.14,6.178,5.654,69.836,80.644,0.421,2.894,19.08,4.05,23.13,1.673
Luis F. Ortiz,Sinker,96,94.469,97.1,2004.021,5.438,-17.312,6.03,5.883,141.398,86.586,0.369,0.884,16.67,8.33,25.0,0.921
Luis F. Ortiz,Sweeper,113,81.575,84.8,2694.779,3.099,15.71,5.813,5.906,122.539,74.691,0.285,0.24,18.58,14.16,32.74,0.212
Luis Frías,Cutter,257,90.485,95.4,2215.809,6.216,3.37,6.368,6.237,122.163,84.52,0.343,-4.372,10.51,15.95,26.46,-1.701
Luis Frías,FourSeam,205,96.065,98.9,2243.2,16.449,-5.104,6.412,6.265,106.12,86.44,0.415,4.038,17.56,6.34,23.9,1.97
Luis Frías,Slider,61,83.81,86.5,2084.902,-4.896,4.196,6.438,6.108,82.704,78.683,0.176,-0.054,19.67,9.84,29.51,-0.089
Luis García,FourSeam,137,97.012,99.6,2222.387,12.56,-7.808,6.211,6.671,100.491,80.775,0.41,-1.092,15.33,8.76,24.09,-0.797
Luis García,Sinker,442,97.289,100.5,2160.113,10.497,-14.448,6.229,6.753,129.808,84.383,0.343,0.681,17.19,6.33,23.52,0.154
Luis García,Slider,349,81.298,84.8,2519.335,2.599,13.524,6.073,6.639,130.399,76.364,0.282,-0.91,10.32,17.19,27.51,-0.261
Luis García,Splitter,82,88.238,91.5,1260.537,5.382,-10.758,6.225,6.704,112.141,77.426,0.213,-2.962,3.66,14.63,18.29,-3.612
Luis L. Ortiz,Changeup,200,89.65,94.7,1626.34,5.569,-15.631,5.194,6.877,116.706,81.841,0.281,0.26,5.0,13.5,18.5,0.13
Luis L. Ortiz,FourSeam,363,96.154,98.7,2273.176,13.334,-11.022,5.376,6.744,97.362,87.386,0.579,14.315,16.53,5.79,22.32,3.944
Luis L. Ortiz,Sinker,414,95.762,98.2,2212.203,6.501,-15.879,5.279,6.783,138.465,87.44,0.359,-8.628,20.77,5.56,26.33,-2.084
Luis L. Ortiz,Slider,475,85.793,88.9,2428.781,-0.414,4.715,5.329,6.779,122.375,84.705,0.386,-0.543,13.47,13.89,27.36,-0.114
Luke Jackson,FourSeam,143,94.446,96.7,2206.944,17.33,-4.945,6.441,6.867,107.194,87.428,0.503,-1.097,18.18,16.78,34.96,-0.767
Luke Jackson,Slider,367,87.25,90.0,2181.684,-4.594,-0.574,6.382,6.754,101.687,80.379,0.309,-4.511,13.08,13.62,26.7,-1.229
Luke Little,FourSeam,80,96.625,98.9,2191.4,9.026,8.57,5.603,7.359,145.166,87.012,0.436,-0.57,21.25,12.5,33.75,-0.713
Luke Little,Sweeper,55,80.691,82.2,2342.764,-0.238,-16.543,5.455,7.302,140.126,64.036,0.364,-2.267,16.36,25.45,41.81,-4.122
Luke Maile,FA,77,66.561,76.5,1813.87,18.923,-3.982,6.353,5.461,,87.714,0.57,6.843,10.39,6.49,16.88,8.887
Luke Weaver,Changeup,367,85.944,89.8,1694.248,8.453,-13.212,5.71,5.87,93.747,82.52,0.389,4.108,11.72,13.9,25.62,1.119
Luke Weaver,Curveball,230,81.562,85.2,2226.439,-6.617,2.106,5.797,5.706,114.614,84.801,0.476,3.099,20.87,7.83,28.7,1.347
Luke Weaver,Cutter,111,90.536,93.0,2425.027,12.369,2.118,5.67,5.881,90.78,80.208,0.403,-0.717,13.51,16.22,29.73,-0.646
Luke Weaver,FourSeam,774,93.998,97.7,2410.528,16.094,-7.37,5.776,5.837,102.919,83.665,0.427,16.021,17.44,6.59,24.03,2.07
Luke Weaver,Slider,238,86.471,88.9,2283.118,6.554,3.187,5.764,5.735,102.352,81.967,0.431,3.572,16.81,7.56,24.37,1.501
Luke Weaver,Sweeper,53,83.157,86.8,2328.208,-2.64,8.57,5.633,5.815,93.524,89.407,0.291,1.571,9.43,9.43,18.86,2.964
Lyon Richardson,Changeup,99,88.092,92.4,1779.525,2.919,-14.943,5.454,5.759,109.833,79.216,0.312,-1.331,9.09,9.09,18.18,-1.344
Lyon Richardson,FourSeam,142,96.467,98.7,2288.0,14.795,-9.097,5.69,5.708,129.059,83.967,0.642,6.726,15.49,6.34,21.83,4.737
MacKenzie Gore,Changeup,72,86.511,89.8,2175.083,11.04,14.042,5.788,7.258,131.193,76.429,0.212,-0.442,5.56,15.28,20.84,-0.614
MacKenzie Gore,Curveball,460,83.241,87.6,2310.959,-6.932,1.235,5.997,7.044,133.095,83.744,0.433,5.324,14.78,16.52,31.3,1.157
MacKenzie Gore,FourSeam,1457,94.991,98.8,2286.433,17.44,4.243,6.005,7.07,129.958,82.709,0.441,2.91,15.79,9.13,24.92,0.2
MacKenzie Gore,Slider,445,88.64,92.2,1969.903,5.742,-2.49,5.988,7.039,106.596,83.303,0.445,-2.411,12.13,17.53,29.66,-0.542
Madison Bumgarner,Curveball,69,77.154,79.4,2286.348,-3.497,-8.875,5.724,6.42,93.369,83.687,0.331,3.451,14.49,4.35,18.84,5.001
Madison Bumgarner,Cutter,122,86.217,88.1,2244.393,8.165,-2.808,5.653,6.678,89.458,85.187,0.377,1.185,13.11,7.38,20.49,0.971
Madison Bumgarner,FourSeam,116,89.491,91.4,2160.319,15.314,6.122,5.65,6.706,78.606,82.974,0.531,-0.055,17.24,6.03,23.27,-0.047
Marcus Stroman,Cutter,203,89.673,92.6,2603.148,4.288,1.405,5.296,5.821,127.558,80.884,0.329,-3.732,9.85,13.3,23.15,-1.838
Marcus Stroman,FourSeam,177,91.95,94.1,2411.588,15.298,-6.691,5.238,5.784,133.252,86.126,0.279,0.261,14.12,12.43,26.55,0.147
Marcus Stroman,Sinker,983,91.419,93.6,2285.995,2.737,-10.915,5.268,5.815,132.648,84.81,0.342,-4.024,19.23,5.7,24.93,-0.409
Marcus Stroman,Slider,595,84.841,88.5,2767.292,-0.48,11.75,5.271,5.724,116.7,81.663,0.395,-5.136,19.5,12.1,31.6,-0.863
Marcus Stroman,Splitter,165,86.639,89.8,1777.661,1.724,-13.754,5.243,5.696,102.306,82.302,0.373,2.693,3.64,13.33,16.97,1.632
Mark Leiter Jr.,Curveball,95,73.412,76.4,2292.653,-16.957,8.598,5.772,6.495,101.079,71.719,0.315,-0.499,13.68,10.53,24.21,-0.525
Mark Leiter Jr.,Cutter,211,88.783,91.0,2162.886,7.08,2.209,5.617,6.63,106.566,86.608,0.344,-5.442,27.96,6.16,34.12,-2.579
Mark Leiter Jr.,FourSeam,84,91.18,93.2,1997.631,16.501,-6.639,5.771,6.658,74.362,86.654,0.625,3.078,21.43,7.14,28.57,3.664
Mark Leiter Jr.,Sinker,295,91.304,93.5,1971.583,11.705,-13.944,5.678,6.692,101.437,82.696,0.373,1.356,24.41,4.75,29.16,0.46
Mark Leiter Jr.,Splitter,354,84.723,87.1,859.777,4.945,-6.191,5.732,6.723,129.139,78.792,0.353,-1.035,1.98,25.99,27.97,-0.292
Mason Thompson,Curveball,73,80.478,83.5,2398.479,-11.712,12.039,5.898,6.633,99.145,76.262,0.506,2.284,17.81,10.96,28.77,3.129
Mason Thompson,FourSeam,54,94.552,96.3,2238.574,15.664,-8.007,6.066,6.731,99.054,83.518,0.443,1.267,3.7,14.81,18.51,2.346
Mason Thompson,Sinker,492,94.677,97.1,2245.736,8.014,-16.979,5.71,6.83,130.975,82.286,0.382,9.521,21.95,4.27,26.22,1.935
Mason Thompson,Slider,254,84.678,87.2,2278.283,-0.659,4.382,5.639,6.722,105.242,78.458,0.207,-5.465,12.99,15.75,28.74,-2.152
Matt Barnes,Curveball,193,83.394,86.4,1960.622,-7.901,1.423,6.523,6.589,94.438,86.745,0.344,-1.848,17.62,11.92,29.54,-0.958
Matt Barnes,FourSeam,181,93.36,95.6,2177.011,16.751,-10.482,6.394,6.845,96.391,83.86,0.41,2.433,22.1,3.31,25.41,1.344
Matt Bush,Curveball,76,77.101,79.8,2470.132,-13.603,10.906,5.328,6.553,83.428,83.72,0.483,0.621,21.05,17.11,38.16,0.817
Matt Bush,FourSeam,101,94.444,96.1,2421.059,19.148,-5.242,5.423,6.525,151.059,84.835,0.62,2.485,15.84,11.88,27.72,2.46
Matt Carasiti,Sinker,250,95.261,97.0,2018.044,7.016,-15.379,5.918,6.358,132.412,89.336,0.358,2.247,26.0,5.2,31.2,0.899
Matt Carasiti,Splitter,105,81.463,83.4,839.867,-2.551,-7.152,5.936,6.492,111.035,79.303,0.264,2.324,7.62,16.19,23.81,2.213
Matt Koch,Cutter,274,89.547,92.7,2262.606,5.489,2.915,5.737,6.297,117.749,83.654,0.388,6.689,14.96,13.5,28.46,2.441
Matt Koch,FourSeam,244,93.701,96.4,2123.861,13.626,-9.382,5.868,6.308,82.096,85.215,0.338,-2.285,15.57,8.61,24.18,-0.936
Matt Strahm,Cutter,145,87.437,91.1,2466.069,8.678,-1.941,5.46,6.218,114.242,82.306,0.383,-0.484,11.72,13.79,25.51,-0.334
Matt Strahm,FourSeam,616,93.439,96.5,2446.44,16.126,13.594,5.423,6.309,117.662,82.6,0.399,-7.88,16.72,14.29,31.01,-1.279
Matt Strahm,Sinker,257,93.241,96.2,2370.825,10.727,17.694,5.391,6.335,106.421,80.519,0.386,-1.393,20.23,7.39,27.62,-0.542
Matt Strahm,Slider,339,83.111,86.7,2717.006,4.072,-9.493,5.559,6.163,127.249,81.91,0.288,-8.544,16.81,15.34,32.15,-2.52
Matt Waldron,Cutter,88,86.684,89.6,2184.057,8.512,2.999,5.567,6.592,105.333,82.105,0.307,-0.621,9.09,10.23,19.32,-0.706
Matt Waldron,FourSeam,138,91.293,94.4,2046.087,15.378,-7.543,5.581,6.628,85.975,81.957,0.438,0.537,16.67,7.97,24.64,0.389
Matt Waldron,KN,181,76.585,84.2,318.337,-2.65,-3.471,5.546,6.336,,78.739,0.284,1.148,13.26,9.94,23.2,0.634
Matt Waldron,Sinker,158,91.309,95.4,2010.715,8.448,-16.151,5.474,6.611,92.3,81.944,0.376,-3.655,22.78,3.8,26.58,-2.313
Matt Waldron,Slider,107,79.82,82.6,2300.822,3.783,15.424,5.439,6.534,95.155,83.073,0.415,0.063,20.56,9.35,29.91,0.059
Matthew Liberatore,Changeup,78,87.24,90.2,1653.513,10.729,12.175,6.231,6.31,93.953,80.362,0.369,1.361,8.97,6.41,15.38,1.745
Matthew Liberatore,Curveball,224,76.515,79.9,2875.92,-18.385,-10.959,6.443,6.292,121.051,79.251,0.362,5.936,17.86,9.82,27.68,2.65
Matthew Liberatore,FourSeam,390,94.196,97.8,2131.759,16.205,6.866,6.429,6.33,84.638,85.352,0.435,0.111,15.38,7.18,22.56,0.028
Matthew Liberatore,Sinker,179,94.287,97.7,2096.553,14.01,13.132,6.384,6.397,95.567,85.083,0.384,-3.728,20.67,5.03,25.7,-2.083
Matthew Liberatore,Slider,131,86.669,91.5,2654.298,0.624,-3.888,6.321,6.399,117.933,85.998,0.383,5.177,13.74,11.45,25.19,3.952
Max Fried,Changeup,201,86.192,89.7,1453.154,4.648,12.493,5.779,6.553,97.185,77.375,0.303,-3.572,8.96,17.91,26.87,-1.777
Max Fried,Curveball,281,74.23,78.4,2769.356,-16.347,-9.349,6.108,6.403,121.237,69.559,0.221,-8.4,20.64,15.3,35.94,-2.989
Max Fried,FourSeam,405,93.991,98.2,2227.437,12.906,0.824,6.043,6.558,95.42,84.978,0.332,-2.639,18.77,7.65,26.42,-0.652
Max Fried,Sinker,141,93.467,96.7,2113.702,10.612,10.366,6.022,6.536,90.545,86.035,0.323,-1.202,14.89,10.64,25.53,-0.852
Max Fried,Slider,130,86.023,91.8,2414.985,2.081,-4.974,5.864,6.395,107.249,77.393,0.373,1.515,13.85,9.23,23.08,1.165
Max Fried,Sweeper,55,81.5,85.5,2628.327,-3.362,-12.349,5.81,6.369,87.216,74.228,0.234,-1.181,18.18,14.55,32.73,-2.147
Max Scherzer,Changeup,246,83.646,86.4,1383.419,2.932,-14.441,5.382,6.475,99.235,80.793,0.314,1.332,9.35,10.16,19.51,0.541
Max Scherzer,Curveball,205,75.249,77.9,2746.941,-9.715,15.094,5.588,6.36,117.055,81.124,0.36,0.571,19.02,13.66,32.68,0.279
Max Scherzer,Cutter,182,88.346,90.7,2419.808,7.466,1.286,5.314,6.234,110.403,85.356,0.29,-4.484,9.34,15.38,24.72,-2.464
Max Scherzer,FourSeam,810,93.63,96.6,2381.16,15.684,-10.997,5.46,6.333,130.299,82.435,0.392,-3.743,18.27,11.23,29.5,-0.462
Max Scherzer,Slider,306,83.771,87.5,2328.497,1.496,3.412,5.353,6.253,115.706,80.943,0.432,1.117,12.75,17.97,30.72,0.365
Merrill Kelly,Changeup,647,88.674,93.3,2138.473,0.934,-15.668,5.564,6.211,117.348,79.268,0.349,-16.118,4.95,17.16,22.11,-2.491
Merrill Kelly,Curveball,308,82.125,85.4,2569.036,-10.392,8.856,5.691,6.153,105.38,83.06,0.42,2.197,21.43,10.06,31.49,0.713
Merrill Kelly,Cutter,508,90.825,94.0,2349.941,12.381,-1.304,5.459,6.181,93.588,80.429,0.342,-1.159,16.73,10.63,27.36,-0.228
Merrill Kelly,FourSeam,840,92.176,95.3,2345.302,14.722,-7.352,5.45,6.197,90.794,84.063,0.399,1.145,21.55,10.0,31.55,0.136
Merrill Kelly,Sinker,340,92.416,95.9,2203.909,6.458,-15.472,5.471,6.269,101.517,86.225,0.406,-2.095,17.94,7.35,25.29,-0.616
Merrill Kelly,Slider,155,85.443,89.5,2320.458,3.201,1.586,5.534,6.235,102.97,78.887,0.347,1.66,7.74,20.65,28.39,1.071
Michael Fulmer,Changeup,68,89.871,93.2,1726.662,3.656,-12.12,5.746,6.574,119.666,88.675,0.692,-0.963,2.94,23.53,26.47,-1.416
Michael Fulmer,Cutter,206,89.648,92.5,2526.68,4.305,5.933,6.124,6.697,145.876,84.096,0.373,1.285,22.82,8.74,31.56,0.624
Michael Fulmer,FourSeam,260,94.262,98.0,2425.988,14.369,0.404,6.033,6.729,124.265,83.392,0.446,-2.123,16.54,10.38,26.92,-0.817
Michael Fulmer,Sinker,96,94.908,97.8,2306.115,10.039,-13.329,5.909,6.761,131.411,78.817,0.378,2.885,18.75,7.29,26.04,3.005
Michael Fulmer,Sweeper,269,83.204,86.1,2728.32,-1.864,16.401,5.908,6.67,128.748,75.262,0.283,-6.797,13.01,20.07,33.08,-2.527
Michael Grove,Curveball,195,78.336,82.2,2519.821,-13.427,8.625,6.123,6.608,104.343,78.511,0.302,2.29,21.03,6.15,27.18,1.174
Michael Grove,Cutter,92,89.074,93.2,2341.815,6.837,4.217,6.028,6.672,112.453,89.291,0.462,-1.946,14.13,16.3,30.43,-2.115
Michael Grove,FourSeam,423,94.75,98.1,2223.043,16.195,-6.369,6.085,6.713,102.647,86.288,0.475,12.058,20.8,3.55,24.35,2.851
Michael Grove,Slider,432,85.546,88.8,2318.887,-0.335,3.314,6.033,6.693,109.592,81.138,0.365,-2.442,10.65,24.07,34.72,-0.565
Michael Lorenzen,Changeup,179,83.585,86.9,2038.022,8.812,-16.191,5.895,5.823,100.889,78.269,0.318,1.167,6.7,16.2,22.9,0.652
Michael Lorenzen,FourSeam,283,94.099,97.7,2421.212,16.154,-11.782,5.869,5.839,105.921,85.94,0.445,1.596,19.79,6.01,25.8,0.564
Michael Lorenzen,Sinker,98,93.649,96.3,2297.52,11.645,-16.264,5.878,5.857,101.438,82.879,0.261,1.21,15.31,2.04,17.35,1.235
Michael Lorenzen,Slider,164,85.715,89.3,2482.982,1.834,2.443,5.804,5.923,114.098,85.578,0.375,0.341,18.29,10.98,29.27,0.208
Michael Plassmeyer,FourSeam,52,88.8,90.9,2409.365,17.882,10.006,5.267,6.329,124.265,81.71,0.745,5.146,11.54,15.38,26.92,9.896
Michael Rucker,Curveball,74,80.809,83.2,2601.095,-9.556,14.262,5.607,6.218,127.836,81.809,0.322,1.232,27.03,6.76,33.79,1.665
Michael Rucker,Cutter,190,89.498,92.1,2415.668,4.372,2.838,5.586,6.321,130.62,84.367,0.337,-0.878,15.26,14.74,30.0,-0.462
Michael Rucker,FourSeam,284,94.629,97.3,2293.07,15.96,-5.422,5.628,6.352,124.951,86.694,0.417,4.093,16.9,5.28,22.18,1.441
Michael Rucker,Slider,122,85.839,88.0,2571.287,-2.841,4.003,5.472,6.335,117.933,87.76,0.338,-1.887,1.64,18.03,19.67,-1.547
Michael Soroka,Changeup,98,82.031,85.9,2264.939,13.796,-15.65,6.163,6.088,134.262,77.45,0.379,1.562,8.16,13.27,21.43,1.594
Michael Soroka,FourSeam,173,93.176,96.0,2399.572,14.663,-6.269,5.939,6.205,102.094,79.929,0.447,2.893,12.72,10.4,23.12,1.672
Michael Soroka,Sinker,123,92.448,95.8,2220.39,10.379,-14.934,6.2,6.087,92.718,86.169,0.349,0.243,20.33,4.88,25.21,0.198
Michael Soroka,Slider,143,83.102,87.4,2741.692,-3.037,4.985,6.214,6.071,100.798,82.348,0.442,3.463,23.78,10.49,34.27,2.422
Michael Tonkin,Sinker,784,93.503,96.0,2303.88,10.886,-12.355,5.319,6.252,124.223,83.393,0.398,-2.896,17.73,10.71,28.44,-0.369
Michael Tonkin,Slider,477,83.125,86.8,2265.866,-3.204,3.311,5.312,6.267,135.625,80.909,0.286,-0.225,14.05,13.0,27.05,-0.047
Michael Wacha,Changeup,765,81.606,85.2,1521.91,9.523,-13.966,6.648,6.652,125.778,79.225,0.316,-12.058,10.46,20.0,30.46,-1.576
Michael Wacha,Curveball,245,74.038,77.4,2149.922,-12.033,11.963,6.579,6.614,109.011,83.323,0.401,-1.456,26.12,6.53,32.65,-0.594
Michael Wacha,Cutter,276,86.941,90.1,2035.721,10.957,0.679,6.451,6.749,80.819,85.01,0.426,4.737,23.19,5.8,28.99,1.716
Michael Wacha,FourSeam,635,91.987,95.5,2050.219,18.662,-7.318,6.606,6.695,82.058,82.944,0.399,-11.815,20.94,6.14,27.08,-1.861
Michael Wacha,Sinker,297,91.89,95.7,1897.007,15.104,-14.265,6.466,6.728,124.71,81.429,0.42,0.775,11.78,5.39,17.17,0.261
Miguel Castro,Changeup,160,91.442,93.9,1854.419,1.995,-16.799,5.093,7.037,131.16,82.15,0.377,1.084,6.25,18.12,24.37,0.678
Miguel Castro,Sinker,427,96.81,99.2,2152.824,4.551,-17.503,4.98,6.805,154.812,84.629,0.339,0.202,22.01,5.39,27.4,0.047
Miguel Castro,Slider,416,83.855,86.9,2799.389,1.858,10.474,4.986,6.643,127.729,80.822,0.345,-3.801,19.71,15.38,35.09,-0.914
Miles Mikolas,Changeup,170,84.321,90.2,1640.529,8.568,-14.008,6.282,6.609,111.128,84.189,0.389,-5.249,9.41,4.12,13.53,-3.088
Miles Mikolas,Curveball,631,75.875,80.3,2492.132,-14.968,7.883,6.667,6.418,81.098,81.932,0.369,4.821,18.07,7.77,25.84,0.764
Miles Mikolas,FourSeam,828,93.318,96.6,2275.15,15.103,-5.634,6.562,6.354,87.731,84.305,0.391,1.307,17.39,8.94,26.33,0.158
Miles Mikolas,Sinker,779,92.677,96.2,2193.416,11.286,-14.163,6.491,6.419,91.401,84.433,0.459,12.045,22.08,3.34,25.42,1.546
Miles Mikolas,Slider,772,86.397,91.0,2335.179,3.039,3.702,6.576,6.37,98.159,82.741,0.348,-6.431,15.41,9.97,25.38,-0.833
Mitch Keller,Changeup,89,90.707,93.8,1644.809,3.493,-15.475,5.955,6.491,128.056,88.957,0.414,2.233,19.1,7.87,26.97,2.509
Mitch Keller,Curveball,247,77.991,81.3,2603.551,-14.305,12.462,6.092,6.449,108.376,85.325,0.543,3.151,17.81,8.91,26.72,1.276
Mitch Keller,Cutter,756,89.707,94.9,2455.786,5.516,3.584,5.985,6.534,130.52,80.987,0.378,4.325,14.42,10.85,25.27,0.572
Mitch Keller,FourSeam,813,95.173,98.9,2377.446,14.97,-9.009,5.826,6.557,109.463,82.583,0.434,-4.641,16.97,13.04,30.01,-0.571
Mitch Keller,Sinker,707,93.864,98.1,2376.132,9.183,-15.621,5.823,6.602,117.982,82.009,0.31,-10.935,29.28,3.11,32.39,-1.547
Mitch Keller,Sweeper,500,82.76,86.3,2757.142,-0.387,18.487,5.842,6.476,112.63,81.001,0.393,1.763,13.0,12.4,25.4,0.353
Nabil Crismatt,Changeup,123,81.291,83.0,1637.569,1.627,-13.019,5.462,7.035,116.258,81.462,0.324,3.05,10.57,21.95,32.52,2.48
Nabil Crismatt,Curveball,52,72.802,74.8,2272.404,-13.265,13.334,5.733,7.037,123.502,71.2,0.188,2.348,15.38,7.69,23.07,4.515
Nabil Crismatt,FourSeam,51,88.702,91.6,2202.843,16.485,-9.819,5.629,7.025,79.189,88.293,0.555,1.946,31.37,1.96,33.33,3.816
Nick Anderson,Curveball,274,80.715,83.2,1932.861,-2.584,2.418,6.557,6.058,119.572,80.562,0.231,-4.802,21.17,15.69,36.86,-1.753
Nick Anderson,FourSeam,265,94.239,96.0,2097.283,16.636,-5.64,6.582,6.1,83.99,86.867,0.476,-1.779,20.75,7.92,28.67,-0.671
Nick Hernandez,Slider,59,82.839,85.0,2521.051,5.605,4.249,5.88,6.673,102.609,75.038,0.439,0.617,8.47,16.95,25.42,1.046
Nick Lodolo,Changeup,79,87.277,89.7,1992.772,2.231,18.829,5.717,6.234,129.507,82.389,0.365,3.576,8.86,17.72,26.58,4.527
Nick Lodolo,Curveball,230,79.645,83.0,2725.804,-1.187,-15.016,5.751,6.021,143.245,77.067,0.399,3.727,10.87,23.48,34.35,1.62
Nick Lodolo,FourSeam,296,93.212,95.7,2300.135,11.694,17.201,5.748,6.262,118.43,83.315,0.402,-0.388,22.97,5.41,28.38,-0.131
Nick Martinez,Changeup,504,80.716,84.2,2001.897,5.094,-12.502,6.229,5.99,123.593,76.634,0.292,-10.269,8.93,25.4,34.33,-2.038
Nick Martinez,Curveball,337,81.82,84.9,2558.602,-15.255,0.746,6.144,5.926,103.753,79.316,0.341,-1.23,18.69,12.46,31.15,-0.365
Nick Martinez,Cutter,289,89.44,92.5,2357.474,11.481,1.109,6.096,5.93,82.357,81.819,0.478,6.061,25.61,6.57,32.18,2.097
Nick Martinez,FourSeam,229,93.29,96.1,2374.162,17.332,-6.199,6.09,5.979,106.599,82.109,0.383,-0.614,19.21,8.3,27.51,-0.268
Nick Martinez,Sinker,391,92.936,95.9,2366.821,14.833,-14.271,6.119,6.021,114.475,79.683,0.341,-1.466,21.74,3.58,25.32,-0.375
Nick Mears,Curveball,77,80.345,82.1,2437.286,-12.954,2.291,6.059,7.116,109.881,83.264,0.278,-2.061,33.77,11.69,45.46,-2.677
