Name,PitchType,Pitches,Velo,MaxVelo,SpinRate,IVB,HB,RelHeight,Extension,StuffPlus,AVGExitVelo,xwOBA,RunValue,CS,SwStr,CSW,RV100
Javy Guerra,Sinker,54,97.596,99.6,2104.019,5.678,-18.416,5.026,6.183,126.154,86.66,0.465,2.188,16.67,1.85,18.52,4.052
Javy Guerra,Sweeper,57,83.596,86.3,2631.035,6.648,13.434,5.138,6.268,113.329,76.636,0.391,4.739,14.04,5.26,19.3,8.314
Jeff Brigham,Cutter,127,89.894,92.6,2621.992,10.793,0.006,5.545,6.223,94.412,80.769,0.336,4.206,12.6,11.02,23.62,3.312
Jeff Brigham,FourSeam,266,93.514,96.2,2419.019,18.186,-9.639,5.737,6.176,126.861,83.769,0.481,3.519,14.29,9.4,23.69,1.323
Jeff Brigham,Sweeper,284,82.415,85.5,2871.915,2.534,14.437,5.587,6.129,106.297,81.188,0.308,-3.235,16.9,13.03,29.93,-1.139
Jeff Hoffman,FourSeam,298,97.129,99.5,2585.117,16.86,-12.017,6.137,6.615,141.005,83.172,0.413,-1.187,14.77,9.06,23.83,-0.398
Jeff Hoffman,Slider,416,87.762,90.5,2783.796,-1.749,4.684,6.137,6.519,116.547,79.595,0.215,-9.337,16.11,20.43,36.54,-2.244
Jeff Hoffman,Splitter,155,90.535,92.7,1640.497,5.423,-15.379,6.009,6.699,123.949,81.751,0.307,-3.644,5.81,18.06,23.87,-2.351
Jeff Lindgren,Sinker,56,90.379,91.7,2104.786,15.317,-12.733,5.637,6.48,95.517,87.02,0.185,-0.441,17.86,3.57,21.43,-0.787
Jeremiah Estrada,FourSeam,199,95.712,98.0,2285.201,20.035,-3.353,5.89,6.648,173.09,85.442,0.575,3.243,12.56,9.55,22.11,1.63
Jesse Chavez,Changeup,77,84.769,86.9,1768.169,2.052,-15.888,5.091,6.404,85.285,81.259,0.255,-3.246,7.79,10.39,18.18,-4.216
Jesse Chavez,Cutter,282,88.518,91.0,2277.089,12.315,-0.74,4.991,6.249,131.161,80.072,0.332,-3.138,21.28,11.35,32.63,-1.113
Jesse Chavez,Sinker,165,90.844,92.9,2027.4,7.364,-16.574,5.064,6.296,104.288,84.822,0.416,-2.82,35.76,3.64,39.4,-1.709
Jesús Luzardo,Changeup,625,88.32,92.5,1967.765,6.792,16.232,5.752,5.625,107.393,79.193,0.337,1.551,9.76,17.6,27.36,0.248
Jesús Luzardo,FourSeam,1373,96.714,99.2,2239.676,13.941,14.131,5.848,5.694,116.246,83.572,0.394,-15.563,17.99,8.45,26.44,-1.134
Jesús Luzardo,Sinker,113,96.557,99.3,2156.673,9.792,17.465,5.805,5.708,115.214,85.876,0.431,0.817,21.24,4.42,25.66,0.723
Jesús Luzardo,Slider,861,85.074,90.2,2319.561,1.494,0.144,5.766,5.613,107.402,82.09,0.418,3.764,15.8,22.42,38.22,0.437
Jimmy Yacabonis,Sinker,151,93.056,95.0,2250.007,7.56,-18.665,5.427,6.011,117.633,83.969,0.361,-0.676,27.81,5.96,33.77,-0.448
Jimmy Yacabonis,Sweeper,61,82.084,85.2,2768.754,-4.7,15.264,5.151,5.949,102.228,84.718,0.45,3.576,14.75,6.56,21.31,5.862
JoJo Romero,Changeup,153,85.946,88.7,1574.124,4.601,15.317,5.517,5.524,115.545,77.7,0.323,-3.603,12.42,24.18,36.6,-2.355
JoJo Romero,FourSeam,85,95.065,97.9,2202.294,13.026,8.567,5.586,5.578,96.716,82.474,0.375,2.871,15.29,5.88,21.17,3.378
JoJo Romero,Sinker,183,94.673,97.4,2109.372,5.777,17.01,5.516,5.544,106.99,86.255,0.311,-1.65,28.96,4.37,33.33,-0.902
JoJo Romero,Slider,125,84.337,87.3,2630.8,2.58,-9.947,5.483,5.532,113.845,76.332,0.263,-4.854,15.2,24.8,40.0,-3.883
Joan Adon,Changeup,140,88.081,91.0,2022.107,4.615,-15.891,5.731,6.305,106.39,78.487,0.26,-2.099,7.14,14.29,21.43,-1.499
Joan Adon,Curveball,189,80.78,84.3,2414.254,-7.411,6.632,5.952,6.21,92.122,85.418,0.491,8.079,14.81,12.17,26.98,4.275
Joan Adon,FourSeam,364,94.538,97.8,2219.648,13.622,-9.228,5.891,6.281,80.378,84.914,0.379,0.186,17.58,9.34,26.92,0.051
Joan Adon,Sinker,125,94.214,96.7,2192.08,10.828,-15.056,5.813,6.306,97.694,84.544,0.443,0.532,22.4,0.0,22.4,0.426
Joan Adon,Slider,104,87.259,90.2,2143.769,6.042,3.303,5.925,6.249,98.152,75.673,0.42,1.798,7.69,10.58,18.27,1.729
Joe Jiménez,Changeup,66,89.815,93.2,2169.758,8.42,-15.94,5.705,7.239,122.571,84.253,0.298,-1.099,7.58,10.61,18.19,-1.665
Joe Jiménez,FourSeam,582,95.283,97.5,2430.644,17.961,-9.042,5.879,7.108,159.016,83.721,0.398,-4.407,17.87,12.2,30.07,-0.757
Joe Jiménez,Slider,287,84.301,88.3,2176.589,0.142,5.258,5.77,7.077,104.921,85.548,0.424,1.488,15.33,21.95,37.28,0.518
Joe Kelly,Sinker,71,98.638,101.2,2207.789,8.544,-16.8,5.163,6.372,130.774,77.215,0.28,-2.471,35.21,9.86,45.07,-3.48
Joe Kelly,Slider,55,91.058,93.9,2828.673,-0.583,8.941,5.451,5.967,142.949,77.564,0.348,-0.333,7.27,18.18,25.45,-0.605
Joe La Sorsa,Sinker,224,88.35,93.7,2060.183,3.815,17.048,5.532,6.663,162.424,82.901,0.459,4.374,28.57,5.36,33.93,1.953
Joe La Sorsa,Slider,213,74.926,78.2,2094.371,3.49,-12.304,5.036,6.642,107.905,76.836,0.242,-5.716,11.27,15.96,27.23,-2.684
Joe Mantiply,Changeup,138,81.888,84.7,1698.21,-3.462,15.404,5.157,6.505,107.414,81.835,0.323,-4.644,7.25,17.39,24.64,-3.365
Joe Mantiply,Curveball,159,80.321,83.1,2451.101,-2.833,-8.159,5.214,6.474,128.48,79.633,0.261,-3.453,18.24,12.58,30.82,-2.172
Joe Mantiply,Sinker,235,89.529,92.0,2167.064,1.923,17.701,5.2,6.458,122.826,83.772,0.38,2.537,23.4,5.96,29.36,1.08
Joe Musgrove,Changeup,176,87.14,89.7,2092.608,4.156,-12.993,6.177,6.106,107.34,80.031,0.329,-2.078,2.84,22.16,25.0,-1.181
Joe Musgrove,Curveball,370,81.328,83.9,2765.035,-14.433,11.102,6.489,6.114,115.658,83.918,0.367,0.434,22.7,11.89,34.59,0.117
Joe Musgrove,Cutter,315,90.103,92.7,2618.244,7.882,2.702,6.429,6.168,111.535,80.098,0.344,-6.528,24.13,5.4,29.53,-2.072
Joe Musgrove,FourSeam,380,93.09,96.3,2581.324,12.734,-3.574,6.357,6.115,97.116,80.7,0.289,-8.29,15.0,8.95,23.95,-2.182
Joe Musgrove,Sinker,83,92.858,94.6,2446.867,6.422,-10.509,6.433,6.175,121.595,81.8,0.249,-2.222,7.23,7.23,14.46,-2.677
Joe Musgrove,Slider,225,82.22,85.0,2792.796,-5.254,11.717,6.28,6.101,97.841,83.673,0.344,5.613,16.44,16.44,32.88,2.495
Joel Payamps,Changeup,137,89.086,91.8,2076.365,2.304,-15.217,5.714,6.017,113.061,85.304,0.359,-0.168,14.6,8.76,23.36,-0.123
Joel Payamps,FourSeam,245,95.404,98.0,2484.808,14.629,-8.851,5.69,6.1,116.854,84.53,0.289,-12.189,14.69,18.78,33.47,-4.975
Joel Payamps,Sinker,247,95.276,98.0,2321.709,8.102,-15.518,5.719,6.087,113.181,81.09,0.412,-2.567,19.03,7.69,26.72,-1.039
Joel Payamps,Slider,488,84.2,86.9,2748.33,-0.903,11.943,5.651,5.832,112.912,81.19,0.307,-4.731,22.75,9.43,32.18,-0.969
Joey Lucchesi,Curveball,172,77.85,81.8,2132.395,-1.839,-2.459,6.507,6.203,107.746,77.39,0.427,0.873,8.14,12.21,20.35,0.508
Joey Lucchesi,Cutter,159,90.434,92.7,2207.025,14.639,4.189,5.914,6.41,81.052,79.215,0.263,-2.583,11.95,5.03,16.98,-1.625
Joey Lucchesi,Sinker,350,89.98,92.9,2169.783,10.531,14.331,5.856,6.429,93.571,85.241,0.414,-4.47,25.14,6.29,31.43,-1.277
Johan Oviedo,Changeup,123,88.136,91.4,1817.122,7.687,-15.354,5.775,7.11,121.094,79.781,0.324,1.4,6.5,12.2,18.7,1.138
Johan Oviedo,Curveball,444,80.926,85.3,2387.854,-0.945,7.048,5.865,6.955,135.779,78.05,0.285,-5.199,15.77,13.96,29.73,-1.171
Johan Oviedo,FourSeam,1169,95.804,99.3,2268.93,10.217,-9.8,5.566,7.052,96.841,85.217,0.389,11.659,15.74,7.01,22.75,0.997
Johan Oviedo,Sinker,149,95.654,99.2,2299.893,9.072,-15.288,5.553,7.134,166.287,83.681,0.353,-2.271,14.09,2.01,16.1,-1.524
Johan Oviedo,Slider,1095,88.186,93.0,2469.449,3.296,5.08,5.62,7.107,130.726,82.472,0.356,-12.435,16.26,15.62,31.88,-1.136
John Brebbia,FourSeam,299,94.453,97.5,2352.381,17.903,-7.997,5.877,6.712,123.785,80.332,0.373,-0.556,18.39,12.37,30.76,-0.186
John Brebbia,Slider,348,82.825,86.7,2625.284,0.133,8.864,5.886,6.863,97.449,82.4,0.353,1.117,15.23,12.07,27.3,0.321
John Curtiss,FourSeam,164,93.655,96.4,2269.293,16.913,-8.32,6.188,6.493,99.816,86.277,0.324,-1.174,17.07,4.88,21.95,-0.716
John Curtiss,Slider,127,86.372,89.4,2599.0,1.334,3.361,6.023,6.343,102.044,83.353,0.277,2.112,11.81,14.96,26.77,1.663
John King,Changeup,98,84.153,87.2,1547.357,0.981,15.964,5.279,5.889,115.81,76.293,0.307,-0.732,5.1,18.37,23.47,-0.747
John King,Sinker,147,93.565,95.7,2167.354,2.358,15.558,5.452,5.961,118.774,84.632,0.401,-3.869,21.77,6.12,27.89,-2.632
Johnny Cueto,Changeup,166,84.145,86.7,1390.741,4.598,-11.962,5.549,5.839,99.616,83.752,0.386,4.89,3.61,13.25,16.86,2.946
Johnny Cueto,FourSeam,296,92.205,94.6,2215.338,15.767,-11.463,5.593,5.83,107.818,84.398,0.409,-0.897,10.81,13.51,24.32,-0.303
Johnny Cueto,Sinker,169,92.18,94.0,2119.308,9.839,-17.39,5.652,5.818,97.938,78.683,0.36,-2.093,17.75,1.78,19.53,-1.238
Johnny Cueto,Slider,202,86.115,88.5,2245.757,8.186,0.813,5.586,5.724,97.888,81.629,0.433,7.325,21.29,4.95,26.24,3.626
Jordan Hicks,FourSeam,77,100.994,103.8,2355.909,16.077,-5.922,6.226,6.49,153.852,82.414,0.343,1.837,9.09,14.29,23.38,2.386
Jordan Hicks,Sinker,434,100.513,104.3,2105.362,8.741,-15.489,5.996,6.579,159.524,83.131,0.303,-5.239,24.42,6.22,30.64,-1.207
Jordan Hicks,Sweeper,161,87.422,91.2,2573.733,0.504,11.857,5.886,6.484,128.711,81.478,0.374,-1.361,18.01,20.5,38.51,-0.845
Jordan Montgomery,Changeup,438,83.612,86.4,1701.566,12.38,9.478,6.575,6.628,107.287,79.279,0.361,-1.033,9.36,18.49,27.85,-0.236
Jordan Montgomery,Curveball,417,80.544,83.0,2372.273,-6.774,-3.182,6.659,6.527,122.179,83.715,0.387,3.266,19.18,12.71,31.89,0.783
Jordan Montgomery,FourSeam,184,93.514,95.3,2379.071,15.631,6.4,6.662,6.592,99.99,79.248,0.39,0.734,15.22,7.61,22.83,0.399
Jordan Montgomery,Sinker,849,93.348,95.7,2217.915,10.408,15.339,6.723,6.525,101.993,84.36,0.365,-4.64,21.44,5.42,26.86,-0.547
Jordan Weems,Changeup,71,89.118,92.4,1213.366,7.349,-12.079,6.038,6.573,112.934,81.979,0.211,-1.014,7.04,12.68,19.72,-1.428
Jordan Weems,FourSeam,443,96.247,99.0,2109.494,17.011,-7.374,6.054,6.448,117.218,84.352,0.47,-1.26,15.12,9.93,25.05,-0.284
Jordan Weems,Slider,399,87.562,91.6,2299.749,1.191,5.61,6.036,6.384,104.501,80.995,0.348,-4.556,19.05,10.53,29.58,-1.142
Jordan Wicks,Changeup,173,81.266,83.4,1497.827,5.529,11.589,5.934,6.326,98.611,77.458,0.298,-1.181,6.94,15.03,21.97,-0.683
Jordan Wicks,Cutter,58,89.043,90.8,2323.034,7.606,0.983,6.151,6.248,106.2,82.781,0.314,0.601,22.41,10.34,32.75,1.036
Jordan Wicks,FourSeam,165,92.134,94.9,2282.63,15.774,4.628,6.037,6.212,95.73,84.342,0.446,0.843,20.61,5.45,26.06,0.511
Jordan Wicks,Sinker,114,91.296,93.6,2133.675,10.005,13.773,5.842,6.248,85.431,79.541,0.284,-3.578,23.68,6.14,29.82,-3.139
Jorge López,Curveball,55,84.424,86.5,2464.509,-10.08,8.339,5.541,6.415,124.179,85.886,0.363,0.19,12.73,14.55,27.28,0.345
Jorge López,Sinker,97,96.829,98.1,1993.33,6.939,-17.965,5.538,6.514,114.97,87.343,0.332,2.892,17.53,3.09,20.62,2.981
Jose A. Ferrer,Changeup,146,85.619,90.7,2003.74,4.607,15.827,5.879,5.814,112.285,78.298,0.313,2.869,5.48,15.07,20.55,1.965
Jose A. Ferrer,FourSeam,399,95.463,98.6,2110.318,8.86,16.469,5.966,5.931,119.168,82.942,0.317,2.521,20.3,5.01,25.31,0.632
Jose Cuas,FourSeam,101,92.428,94.5,2395.713,9.675,-11.526,4.038,6.382,210.772,79.581,0.304,-1.844,3.96,17.82,21.78,-1.826
Jose Cuas,Sinker,234,92.988,94.9,2465.833,0.59,-16.808,4.017,6.418,123.782,83.21,0.397,-2.304,20.09,6.41,26.5,-0.985
Jose Hernandez,Changeup,94,88.68,91.6,1550.872,10.847,12.739,6.223,6.037,89.857,85.034,0.443,1.463,19.15,8.51,27.66,1.556
Jose Hernandez,FourSeam,285,94.614,97.8,2062.575,16.17,9.074,6.331,6.081,89.117,85.935,0.45,8.184,20.0,5.26,25.26,2.872
Jose Hernandez,Slider,480,82.896,87.2,2098.675,-1.043,-0.062,6.315,6.093,95.657,77.99,0.329,-6.962,18.12,17.71,35.83,-1.45
Josh Hader,Sinker,752,96.06,98.4,2137.751,18.837,7.451,5.636,6.789,209.899,79.944,0.293,-11.662,14.76,13.16,27.92,-1.551
Josh Hader,Slider,234,85.715,89.3,2387.979,1.727,-2.002,5.316,6.727,134.733,78.921,0.258,-6.453,9.4,25.21,34.61,-2.758
Josh Walker,Curveball,72,82.968,85.8,2090.333,3.1,-8.248,6.136,7.221,171.595,82.85,0.361,1.174,6.94,20.83,27.77,1.631
Josh Walker,FourSeam,143,94.565,97.1,2268.14,17.036,2.645,6.345,7.219,152.131,83.232,0.405,2.708,13.99,9.79,23.78,1.894
Josiah Gray,Curveball,443,82.146,84.8,2379.905,-3.853,1.656,5.201,5.602,139.446,79.106,0.355,0.225,13.77,14.9,28.67,0.051
Josiah Gray,Cutter,495,88.812,92.3,2003.376,8.434,-0.78,5.137,5.651,80.763,84.74,0.4,-7.132,12.53,9.09,21.62,-1.441
Josiah Gray,FourSeam,479,93.527,96.2,2128.511,15.405,-11.331,5.321,5.818,106.31,82.044,0.375,2.465,16.7,5.85,22.55,0.515
Josiah Gray,Sinker,481,93.114,96.2,2119.52,13.089,-14.66,5.126,5.868,160.198,82.136,0.392,2.899,18.71,5.61,24.32,0.603
Josiah Gray,Slider,687,85.858,88.2,1877.796,6.085,1.028,5.153,5.649,99.832,81.79,0.397,-2.252,13.83,16.16,29.99,-0.328
Josiah Gray,Sweeper,156,81.947,84.4,2465.699,1.794,9.048,5.119,5.578,104.547,80.984,0.305,-3.655,16.03,18.59,34.62,-2.343
José Alvarado,Cutter,306,93.068,95.9,2180.193,6.509,-1.291,6.702,6.834,199.437,82.986,0.353,-4.753,5.88,22.55,28.43,-1.553
José Alvarado,Sinker,436,98.686,101.6,2120.427,15.015,12.695,6.662,6.909,194.208,82.939,0.366,-5.856,22.25,10.55,32.8,-1.343
José Butto,Changeup,168,85.512,88.2,1713.929,2.755,-10.384,5.475,6.191,103.812,84.673,0.432,2.592,3.57,17.86,21.43,1.543
José Butto,FourSeam,373,93.805,96.8,2382.18,15.732,-5.755,5.53,6.142,122.662,82.716,0.299,-5.88,19.03,7.24,26.27,-1.576
José Butto,Slider,112,86.181,88.8,2576.723,3.692,2.595,5.46,6.127,116.295,80.677,0.243,-1.777,10.71,17.86,28.57,-1.587
José Quintana,Changeup,225,85.875,88.7,1325.453,6.705,13.193,5.772,6.48,104.056,80.496,0.333,-0.501,6.22,12.89,19.11,-0.223
José Quintana,Curveball,253,77.134,79.7,2255.933,-8.129,-7.391,5.828,6.405,83.565,79.907,0.358,-4.752,18.18,11.46,29.64,-1.878
José Quintana,FourSeam,300,90.199,92.7,2083.06,15.894,2.828,5.786,6.568,91.602,81.954,0.473,6.801,12.0,9.0,21.0,2.267
José Quintana,Sinker,392,90.394,92.7,2083.161,13.383,13.299,5.793,6.589,78.782,84.408,0.331,-11.606,27.04,5.1,32.14,-2.961
José Quintana,Slider,58,77.664,79.8,2261.276,-0.234,-12.581,5.743,6.467,88.337,78.955,0.284,0.916,8.62,8.62,17.24,1.579
José Ruiz,Changeup,78,89.727,91.7,1749.821,9.145,-14.674,6.175,6.037,90.902,77.873,0.373,-1.251,7.69,11.54,19.23,-1.604
José Ruiz,Curveball,255,85.88,88.6,2141.729,-3.908,0.952,6.224,5.979,128.642,82.813,0.368,2.559,16.47,14.51,30.98,1.004
José Ruiz,FourSeam,216,96.614,98.4,2267.505,16.809,-5.467,6.293,6.031,114.095,85.616,0.279,0.919,16.67,15.74,32.41,0.425
José Ruiz,Sinker,151,96.26,98.1,2108.113,11.248,-13.196,6.223,6.015,97.916,84.416,0.384,0.302,11.92,3.31,15.23,0.2
José Ureña,Changeup,69,87.649,90.7,1686.957,9.33,-12.482,5.778,6.454,85.173,81.225,0.383,3.122,11.59,10.14,21.73,4.525
José Ureña,FourSeam,126,95.452,97.1,2204.921,11.254,-11.016,5.84,6.387,73.08,90.252,0.528,7.915,16.67,3.17,19.84,6.282
José Ureña,Sinker,73,95.234,97.1,2166.808,11.466,-16.991,5.843,6.46,111.292,88.156,0.475,1.182,16.44,6.85,23.29,1.619
José Ureña,Slider,95,86.814,90.3,2229.863,7.507,-2.107,5.882,6.372,106.899,80.881,0.159,0.595,10.53,11.58,22.11,0.626
Julian Merryweather,Changeup,91,81.513,84.1,1352.352,9.657,-11.401,6.108,6.401,102.755,73.235,0.291,-0.763,9.89,21.98,31.87,-0.838
Julian Merryweather,FourSeam,493,98.069,101.7,2342.114,16.591,-6.259,6.082,6.482,131.58,85.628,0.398,-0.91,17.24,8.32,25.56,-0.185
Julian Merryweather,Slider,600,87.052,90.3,2347.287,-2.924,0.744,6.1,6.379,108.062,79.802,0.361,-7.875,18.83,20.5,39.33,-1.312
Julio Teheran,Changeup,127,83.41,90.4,1508.126,3.053,-16.188,4.896,6.449,104.915,80.504,0.348,1.442,9.45,14.96,24.41,1.135
Julio Teheran,Curveball,124,77.397,81.5,2631.758,0.347,9.418,5.019,6.279,119.859,81.45,0.215,-2.496,12.9,13.71,26.61,-2.013
Julio Teheran,Cutter,310,86.388,90.2,2276.49,10.933,-3.317,4.928,6.372,113.045,81.926,0.41,-1.343,23.23,9.03,32.26,-0.433
Julio Teheran,FourSeam,101,89.25,92.9,2290.495,12.007,-8.324,4.919,6.468,97.922,84.862,0.648,6.301,6.93,11.88,18.81,6.239
Julio Teheran,Sinker,418,89.968,93.0,2153.199,1.794,-16.055,4.922,6.42,95.008,85.26,0.379,-3.016,21.05,5.02,26.07,-0.722
Julio Urías,Changeup,290,86.061,89.4,1859.255,6.038,14.666,5.896,5.782,104.444,78.249,0.41,11.398,6.21,16.21,22.42,3.93
Julio Urías,Cutter,171,87.068,91.1,2691.772,5.354,-5.78,6.081,5.677,138.314,80.671,0.278,2.393,2.92,15.79,18.71,1.399
Julio Urías,FourSeam,830,92.703,95.8,2444.445,16.831,3.85,6.012,5.635,111.546,84.796,0.416,-5.789,18.92,8.55,27.47,-0.697
Julio Urías,Slider,554,79.218,85.0,2831.829,-1.919,-17.41,6.047,5.553,85.955,79.524,0.366,-2.36,30.87,8.3,39.17,-0.426
Justin Bruihl,Cutter,154,87.084,89.6,2260.513,9.191,-2.615,5.936,6.505,103.1,87.075,0.459,2.863,14.29,7.79,22.08,1.859
Justin Bruihl,Sinker,136,88.368,90.7,2165.228,3.719,15.133,5.411,6.633,156.951,82.384,0.284,-0.524,26.47,5.88,32.35,-0.385
Justin Bruihl,Slider,136,78.455,81.8,2511.691,-1.434,-17.394,5.483,6.597,103.481,82.232,0.347,-0.239,14.71,17.65,32.36,-0.176
Justin Lawrence,Sinker,597,95.361,99.2,2308.596,-0.889,-15.376,4.197,6.112,110.306,85.616,0.347,7.155,22.95,4.52,27.47,1.198
Justin Lawrence,Sweeper,566,83.806,87.6,2975.461,4.614,14.443,4.29,6.042,138.821,80.065,0.312,-13.087,19.08,15.02,34.1,-2.312
Justin Martinez,FourSeam,142,100.535,102.7,2242.225,14.463,-11.126,6.195,6.389,121.98,84.235,0.48,8.141,16.9,5.63,22.53,5.733
Justin Martinez,Splitter,57,88.946,93.5,1056.877,2.459,-8.594,6.309,6.535,99.676,79.156,0.241,-1.715,12.28,24.56,36.84,-3.009
Justin Steele,FourSeam,1611,91.789,95.4,2401.554,10.838,-1.302,6.082,6.304,88.611,81.718,0.361,-12.941,16.33,9.68,26.01,-0.803
Justin Steele,Slider,883,83.25,88.0,2657.81,-0.367,-14.038,6.139,6.176,106.551,82.752,0.336,-2.288,12.8,15.63,28.43,-0.259
Justin Verlander,Changeup,66,85.041,87.7,1842.0,8.475,-15.369,6.891,6.062,114.28,78.727,0.107,-1.14,10.61,13.64,24.25,-1.727
Justin Verlander,Curveball,290,78.457,82.4,2739.01,-13.243,7.085,6.938,6.006,90.338,80.997,0.298,0.498,18.28,10.69,28.97,0.172
Justin Verlander,FourSeam,770,94.246,97.9,2429.438,18.504,-7.777,7.022,6.006,117.254,84.959,0.356,-2.593,15.97,6.75,22.72,-0.337
Justin Verlander,Slider,417,86.85,90.6,2524.619,3.477,4.498,6.958,6.044,123.684,79.633,0.264,-7.817,15.59,14.87,30.46,-1.875
Karl Kauffmann,Changeup,117,85.042,86.8,1302.299,1.838,-9.967,5.573,6.596,98.02,86.165,0.343,1.001,10.26,6.84,17.1,0.856
Karl Kauffmann,Cutter,64,88.233,90.7,2207.953,9.429,-0.208,5.703,6.636,85.965,80.825,0.315,-0.145,9.38,15.62,25.0,-0.227
Karl Kauffmann,FourSeam,102,90.313,91.8,2199.02,13.365,-7.416,5.63,6.66,78.309,87.068,0.413,2.601,19.61,11.76,31.37,2.55
Karl Kauffmann,Sinker,200,90.118,92.5,2146.265,8.729,-13.391,5.654,6.664,86.794,88.847,0.467,6.846,17.5,3.0,20.5,3.423
Karl Kauffmann,Slider,98,83.813,87.0,2259.347,2.521,4.033,5.619,6.489,98.679,82.663,0.426,3.398,8.16,8.16,16.32,3.467
Keaton Winn,FourSeam,151,96.002,99.1,2277.04,14.503,-10.712,6.274,6.138,86.538,82.696,0.533,1.813,17.88,10.6,28.48,1.201
Keaton Winn,Sinker,86,95.45,97.9,2245.581,7.984,-14.784,6.218,6.162,117.94,92.09,0.387,-1.589,13.95,9.3,23.25,-1.848
Keaton Winn,Splitter,328,88.748,91.9,1523.857,-1.225,-12.976,6.125,6.253,128.862,83.133,0.315,-0.677,11.89,17.38,29.27,-0.206
Keegan Thompson,Curveball,72,81.867,84.2,2691.542,-13.937,6.937,5.994,5.961,111.282,87.277,0.301,-0.408,19.44,8.33,27.77,-0.567
Keegan Thompson,Cutter,130,89.329,91.2,2627.854,5.983,4.735,5.898,6.062,137.084,80.148,0.271,-2.325,17.69,16.15,33.84,-1.788
Keegan Thompson,FourSeam,225,93.683,95.8,2472.947,17.488,-4.258,5.914,6.116,122.854,84.399,0.387,0.152,21.33,4.44,25.77,0.068
Kevin Ginkel,FourSeam,497,95.683,98.0,2396.171,14.767,-9.73,6.388,6.902,106.613,84.574,0.395,0.068,18.31,9.05,27.36,0.014
Kevin Ginkel,Sinker,102,94.852,96.8,2297.363,10.581,-16.542,6.372,6.968,163.259,80.473,0.236,-3.819,29.41,3.92,33.33,-3.744
Kevin Ginkel,Slider,454,86.662,89.6,2410.46,-2.268,3.269,6.49,6.772,111.381,82.407,0.27,-7.089,7.93,19.6,27.53,-1.561
Kevin Herget,Changeup,147,83.288,86.2,2015.993,11.5,-14.789,6.08,5.75,107.636,83.284,0.41,0.781,10.2,10.2,20.4,0.531
Kevin Herget,FourSeam,185,92.23,95.6,2142.595,16.496,-6.569,6.124,5.816,90.329,86.623,0.368,-1.977,20.54,4.32,24.86,-1.069
Kirby Yates,FourSeam,569,93.637,95.9,2314.337,13.762,-13.633,5.32,6.093,114.289,80.915,0.455,-7.795,19.68,11.07,30.75,-1.37
Kirby Yates,Splitter,471,86.077,88.8,1338.367,-0.702,-12.529,5.329,6.215,133.945,83.308,0.342,-9.135,7.22,16.35,23.57,-1.939
Kodai Senga,Curveball,73,72.726,79.0,2491.507,-11.222,3.473,5.948,6.295,123.163,84.07,0.329,-0.517,26.03,6.85,32.88,-0.708
Kodai Senga,Cutter,691,90.829,95.9,2498.842,9.767,0.65,5.927,6.484,102.598,83.444,0.316,-16.916,18.67,9.26,27.93,-2.448
Kodai Senga,FourSeam,1035,95.651,99.8,2283.27,16.592,-7.952,5.903,6.498,115.223,84.964,0.421,-3.73,18.16,6.38,24.54,-0.36
Kodai Senga,Slider,162,84.647,88.4,2478.685,1.629,1.63,5.931,6.494,117.205,81.928,0.402,-0.396,9.88,15.43,25.31,-0.244
Kodai Senga,Splitter,661,83.227,87.7,1117.728,1.923,-7.269,5.978,6.462,113.926,76.983,0.334,-10.847,5.9,26.78,32.68,-1.641
Kodai Senga,Sweeper,162,80.778,86.0,2576.494,-3.099,12.306,5.773,6.35,85.475,81.664,0.496,4.142,25.93,7.41,33.34,2.557
Kolby Allard,FourSeam,90,90.491,92.1,2038.133,16.553,6.292,5.35,6.446,96.329,86.017,0.488,2.474,14.44,11.11,25.55,2.749
Kyle Finnegan,FourSeam,772,97.26,99.8,2036.126,14.959,-11.071,5.712,6.733,124.204,85.889,0.4,-6.419,15.93,9.33,25.26,-0.831
Kyle Finnegan,Slider,57,89.525,91.9,2183.491,7.326,2.768,5.693,6.632,102.531,83.853,0.582,3.024,19.3,10.53,29.83,5.305
Kyle Finnegan,Splitter,273,89.637,93.3,1056.582,2.353,-8.86,5.62,6.741,129.561,83.032,0.317,-3.54,14.29,16.48,30.77,-1.297
Kyle Freeland,Changeup,291,84.256,89.0,1597.845,8.106,11.346,5.729,6.591,89.858,84.332,0.489,5.561,11.34,5.84,17.18,1.911
Kyle Freeland,Curveball,424,80.587,85.1,2386.179,-5.365,-2.362,5.623,6.707,121.46,83.626,0.402,6.448,9.43,15.8,25.23,1.521
Kyle Freeland,FourSeam,444,88.834,93.0,2345.059,14.122,6.254,5.986,6.7,94.275,82.937,0.302,-0.326,13.96,5.86,19.82,-0.073
Kyle Freeland,Sinker,674,88.662,92.7,2301.869,6.858,13.384,5.694,6.669,142.775,86.6,0.425,9.653,19.29,4.15,23.44,1.432
Kyle Freeland,Slider,568,84.1,88.2,2273.171,4.804,-1.451,5.564,6.693,105.291,81.535,0.357,-4.371,15.49,9.33,24.82,-0.77
Kyle Harrison,Changeup,65,86.618,90.7,1985.262,4.073,17.502,4.989,6.492,105.056,79.362,0.394,-0.078,7.69,10.77,18.46,-0.12
Kyle Harrison,FourSeam,357,93.553,97.6,2239.695,14.231,13.088,5.067,6.728,112.372,84.353,0.356,-1.642,18.49,9.8,28.29,-0.46
