Name,PitchType,Pitches,Velo,MaxVelo,SpinRate,IVB,HB,RelHeight,Extension,StuffPlus,AVGExitVelo,xwOBA,RunValue,CS,SwStr,CSW,RV100
Tyler Alexander,FourSeam,189,89.925,92.1,2330.122,18.215,7.78,5.724,6.347,107.412,81.528,0.292,-2.174,21.16,10.58,31.74,-1.15
Tyler Alexander,Sinker,76,89.814,91.8,2182.566,12.442,15.532,5.641,6.347,80.34,84.055,0.321,-0.815,28.95,1.32,30.27,-1.072
Tyler Alexander,Slider,60,81.273,83.8,2327.85,-1.26,-5.382,5.774,6.308,83.645,79.518,0.21,-0.481,13.33,6.67,20.0,-0.802
Tyler Anderson,Changeup,820,80.01,83.4,1861.478,11.561,12.969,6.401,6.238,115.397,76.623,0.354,-4.935,11.95,19.51,31.46,-0.602
Tyler Anderson,Cutter,544,85.073,88.7,2439.426,11.084,-3.286,6.192,6.257,123.341,80.148,0.355,1.966,9.56,14.15,23.71,0.361
Tyler Anderson,FourSeam,906,90.132,94.8,2217.534,18.662,4.93,6.375,6.213,75.185,81.775,0.396,11.837,17.88,6.95,24.83,1.307
Tyler Anderson,Sinker,136,88.475,91.5,2227.36,6.844,17.903,5.27,6.246,115.765,84.538,0.468,1.331,16.91,2.94,19.85,0.979
Tyler Glasnow,Curveball,403,83.872,86.9,2726.156,-13.344,1.063,6.176,7.245,125.057,78.325,0.429,-5.818,7.69,23.08,30.77,-1.444
Tyler Glasnow,FourSeam,826,96.371,99.1,2489.103,16.772,-1.06,6.045,7.516,179.168,84.404,0.406,-0.741,22.76,10.65,33.41,-0.09
Tyler Glasnow,Slider,659,90.135,93.9,2656.375,1.579,2.308,5.983,7.399,148.634,84.925,0.411,-6.128,15.78,19.42,35.2,-0.93
Tyler Holton,Changeup,268,82.912,85.2,1636.015,5.429,14.656,5.708,6.769,111.331,80.572,0.401,-2.083,13.81,16.42,30.23,-0.777
Tyler Holton,Cutter,231,87.981,90.3,2301.771,7.098,-4.723,5.978,6.723,104.071,83.52,0.453,-2.275,21.65,10.39,32.04,-0.985
Tyler Holton,FourSeam,333,91.507,94.2,2166.33,16.548,3.856,5.962,6.716,98.21,81.589,0.363,-8.958,19.82,11.11,30.93,-2.69
Tyler Holton,Sinker,147,91.161,93.9,2092.83,10.363,14.949,5.822,6.709,90.625,80.29,0.235,-6.167,20.41,4.08,24.49,-4.195
Tyler Holton,Slider,169,81.75,84.9,2579.817,1.771,-12.29,5.722,6.618,112.118,72.364,0.222,-3.487,14.79,16.57,31.36,-2.063
Tyler Mahle,FourSeam,212,92.683,95.4,2354.373,18.868,-10.169,5.483,6.791,126.662,82.62,0.373,-0.477,23.11,7.08,30.19,-0.225
Tyler Mahle,Slider,109,83.895,86.8,2407.468,-1.223,8.954,5.45,6.735,113.004,78.783,0.238,-0.342,11.01,11.01,22.02,-0.314
Tyler Mahle,Splitter,79,84.952,87.5,1929.633,8.848,-14.613,5.403,6.758,102.681,83.4,0.577,1.663,11.39,16.46,27.85,2.105
Tyler Wells,Changeup,353,85.376,88.0,2251.807,13.219,-15.511,6.876,6.404,133.39,77.948,0.338,-0.439,9.92,16.43,26.35,-0.124
Tyler Wells,Curveball,144,74.03,77.6,2656.118,-12.848,10.469,6.972,6.254,92.594,80.681,0.307,-0.041,27.78,5.56,33.34,-0.028
Tyler Wells,Cutter,370,88.672,92.0,2418.873,11.995,4.273,6.9,6.304,103.683,81.213,0.435,-1.66,23.51,7.84,31.35,-0.449
Tyler Wells,FourSeam,715,92.521,95.8,2443.67,18.985,-4.169,6.922,6.34,113.32,84.271,0.434,-7.379,16.64,12.03,28.67,-1.032
Tyler Wells,Slider,309,83.99,86.9,2462.812,2.089,5.847,6.92,6.316,122.386,79.766,0.296,-1.233,11.65,10.03,21.68,-0.399
Wandy Peralta,Changeup,389,88.994,92.7,2184.596,4.933,16.708,5.773,5.929,117.498,79.53,0.377,-3.549,10.54,17.99,28.53,-0.912
Wandy Peralta,Sinker,324,95.868,98.0,2211.435,9.49,16.926,6.067,5.881,137.68,81.552,0.291,-3.83,15.43,7.41,22.84,-1.182
Wandy Peralta,Slider,115,88.724,91.9,2274.252,5.271,-0.629,5.902,6.103,102.323,81.696,0.521,3.677,11.3,12.17,23.47,3.197
Will Smith,Curveball,70,77.014,79.8,1991.4,-9.026,-8.426,6.67,6.011,69.609,90.189,0.501,1.264,34.29,12.86,47.15,1.806
Will Smith,FourSeam,336,92.357,94.8,2204.342,17.029,7.0,6.602,6.204,78.048,83.894,0.392,4.22,20.83,5.36,26.19,1.256
Will Smith,Slider,430,81.053,84.7,2331.872,0.472,-7.075,6.476,6.173,97.638,79.602,0.261,-17.677,11.16,21.4,32.56,-4.111
Will Vest,Changeup,96,87.27,89.4,1611.125,4.011,-15.415,5.566,6.199,86.25,82.54,0.336,2.558,4.17,10.42,14.59,2.665
Will Vest,FourSeam,400,95.257,98.0,2135.94,15.423,-9.715,5.682,6.212,111.645,84.302,0.403,-2.352,29.75,9.0,38.75,-0.588
Will Vest,Slider,260,86.066,88.5,2282.677,-1.686,6.574,5.52,6.165,116.169,83.407,0.292,-2.457,11.92,12.69,24.61,-0.945
Xzavion Curry,Changeup,57,87.679,90.4,1416.702,9.381,-11.451,5.986,6.128,84.737,81.252,0.204,1.082,8.77,0.0,8.77,1.898
Xzavion Curry,Curveball,174,75.096,77.5,2477.431,-11.961,9.471,6.008,6.063,88.815,81.116,0.397,3.668,14.37,12.07,26.44,2.108
Xzavion Curry,FourSeam,723,92.526,95.2,2101.18,18.335,-2.726,6.091,6.176,104.643,85.801,0.417,-3.536,17.01,8.02,25.03,-0.489
Xzavion Curry,Slider,539,85.051,90.8,2430.15,1.581,5.869,6.004,6.063,98.363,83.605,0.351,-1.547,15.58,10.39,25.97,-0.287
Yennier Cano,Changeup,282,90.874,92.9,1807.901,1.062,-18.125,5.638,6.066,137.275,81.328,0.38,-0.766,2.48,22.34,24.82,-0.272
Yennier Cano,Sinker,555,96.312,98.6,2118.031,-2.447,-17.844,5.326,6.011,226.214,84.959,0.288,-17.02,23.6,5.95,29.55,-3.067
Yennier Cano,Slider,139,87.517,90.1,2445.122,0.379,6.243,4.994,5.755,117.273,80.316,0.454,2.381,14.39,14.39,28.78,1.713
Yerry Rodríguez,FourSeam,130,97.219,99.7,2399.738,13.924,-10.993,5.754,6.562,97.893,86.14,0.355,4.65,17.69,10.77,28.46,3.577
Yerry Rodríguez,Slider,103,84.094,89.1,2557.068,8.176,6.655,5.596,6.718,122.131,82.37,0.423,4.416,6.8,19.42,26.22,4.287
Yimi García,Changeup,80,88.52,90.7,2041.638,4.938,-18.414,5.218,5.94,93.091,79.837,0.415,1.037,7.5,16.25,23.75,1.296
Yimi García,Curveball,366,83.569,87.6,2803.317,-2.256,12.224,5.096,5.927,117.758,76.907,0.325,-0.773,17.76,11.75,29.51,-0.211
Yimi García,FourSeam,363,95.953,99.3,2506.573,13.879,-10.644,5.054,5.955,140.975,82.587,0.433,2.136,12.12,17.36,29.48,0.588
Yimi García,Sinker,170,95.484,97.7,2321.2,7.563,-17.723,5.155,5.942,117.843,79.171,0.328,-2.841,18.82,4.71,23.53,-1.671
Yimi García,Slider,115,90.023,93.9,2554.087,6.861,3.211,5.106,5.968,96.398,87.874,0.361,-1.194,19.13,16.52,35.65,-1.038
Yohan Ramirez,Sinker,62,95.221,96.5,2178.726,2.899,-19.606,4.802,7.15,154.641,86.083,0.366,1.527,35.48,3.23,38.71,2.463
Yonny Chirinos,Sinker,445,92.274,95.0,2027.056,7.312,-17.569,6.539,6.294,179.054,86.709,0.373,-3.666,20.0,5.17,25.17,-0.824
Yonny Chirinos,Slider,293,88.567,91.7,2227.143,6.714,1.258,6.623,6.335,114.847,84.182,0.493,4.917,13.99,5.8,19.79,1.678
Yonny Chirinos,Splitter,191,84.5,88.1,1289.644,3.133,-6.139,6.685,6.34,107.293,83.078,0.332,-3.879,6.28,13.09,19.37,-2.031
Yusei Kikuchi,Changeup,271,88.697,92.5,1724.011,7.349,9.138,5.442,6.975,107.113,84.42,0.361,3.747,8.12,8.12,16.24,1.383
Yusei Kikuchi,Curveball,542,83.123,88.1,2535.576,-3.643,-6.086,5.563,6.826,141.133,84.063,0.385,-1.44,20.11,13.65,33.76,-0.266
Yusei Kikuchi,FourSeam,1264,95.069,97.8,2340.106,16.165,9.81,5.319,6.889,139.988,82.903,0.37,-2.437,17.17,10.13,27.3,-0.193
Yusei Kikuchi,Slider,726,88.706,92.9,2426.638,3.242,-2.518,5.399,6.837,130.333,83.759,0.441,-7.848,11.98,16.8,28.78,-1.081
Zach Eflin,Changeup,130,86.452,89.7,1614.523,4.78,-15.787,5.967,6.768,121.162,76.016,0.244,0.655,8.46,10.0,18.46,0.504
Zach Eflin,Curveball,682,79.066,83.4,2502.326,-7.382,11.509,6.042,6.483,92.611,79.583,0.322,-10.4,13.05,18.04,31.09,-1.525
Zach Eflin,Cutter,672,88.47,91.5,2235.649,8.527,2.436,5.895,6.607,99.002,83.316,0.383,4.708,23.21,7.44,30.65,0.701
Zach Eflin,FourSeam,159,92.903,95.6,2218.044,14.11,-7.817,5.902,6.682,85.57,84.015,0.415,-1.726,9.43,15.72,25.15,-1.086
Zach Eflin,Sinker,822,92.246,95.0,2099.608,5.988,-16.702,5.84,6.737,123.146,81.898,0.338,-11.904,25.79,5.47,31.26,-1.448
Zach Eflin,Sweeper,102,79.66,82.1,2478.598,0.476,16.839,5.972,6.489,79.948,79.99,0.406,-0.34,7.84,27.45,35.29,-0.333
Zach Jackson,FourSeam,216,93.094,95.4,2128.824,19.724,-4.954,6.782,5.381,112.184,78.62,0.351,-4.338,13.89,8.8,22.69,-2.008
Zach Jackson,Slider,150,83.955,87.7,2422.233,-1.337,1.032,6.981,5.023,129.727,82.959,0.34,1.744,18.0,12.67,30.67,1.163
Zach Logue,FourSeam,69,91.052,92.6,1947.71,11.08,10.271,5.089,5.712,84.024,84.047,0.399,1.535,14.49,5.8,20.29,2.225
Zach McAllister,Sinker,70,91.707,94.0,2247.157,8.011,-12.487,4.35,7.2,207.614,80.434,0.507,4.783,14.29,5.71,20.0,6.833
Zach Neal,Changeup,85,82.412,85.7,1513.682,3.577,-14.44,5.375,6.731,86.495,79.58,0.522,1.26,11.76,20.0,31.76,1.482
Zach Neal,Cutter,147,86.18,88.4,2213.014,5.986,0.473,5.217,6.549,105.162,80.833,0.354,1.254,16.33,10.2,26.53,0.853
Zach Neal,FourSeam,57,89.012,90.6,2288.474,13.731,-8.96,5.248,6.544,81.875,80.183,0.404,1.971,14.04,10.53,24.57,3.458
Zach Neal,Sinker,128,89.162,91.3,2177.43,4.704,-16.208,5.245,6.575,115.904,81.302,0.52,2.519,14.06,5.47,19.53,1.968
Zach Plesac,Changeup,57,83.589,86.2,1541.947,12.665,-11.225,6.076,6.419,117.296,84.063,0.423,3.552,21.05,5.26,26.31,6.232
Zach Plesac,FourSeam,146,90.965,93.7,2061.63,18.053,-9.252,6.185,6.446,93.681,86.64,0.437,4.84,15.07,4.79,19.86,3.315
Zach Plesac,Slider,151,84.705,87.2,2105.219,7.231,0.286,6.173,6.348,132.946,82.01,0.328,2.497,11.26,15.89,27.15,1.654
Zach Pop,Sinker,116,95.808,97.8,2182.793,3.148,-17.521,5.503,6.403,140.51,85.535,0.458,1.857,21.55,11.21,32.76,1.601
Zach Pop,Slider,78,85.582,87.9,2445.654,-2.737,4.928,5.494,6.326,113.565,83.054,0.382,0.778,17.95,14.1,32.05,0.997
Zack Burdi,Slider,50,86.356,89.3,2626.22,1.562,3.122,5.633,6.412,118.719,87.542,0.363,0.457,24.0,18.0,42.0,0.914
Zack Greinke,Changeup,367,86.498,89.8,1757.703,4.2,-13.237,6.146,6.028,104.833,83.173,0.321,2.671,5.18,9.54,14.72,0.728
Zack Greinke,Curveball,310,72.478,76.6,2409.297,-10.788,11.506,6.187,5.859,92.073,81.528,0.43,8.945,16.45,6.77,23.22,2.885
Zack Greinke,Cutter,156,85.169,88.1,2437.115,4.199,6.908,6.322,5.944,106.953,80.441,0.396,3.075,13.46,8.97,22.43,1.971
Zack Greinke,FourSeam,588,89.547,93.3,2248.364,15.745,-2.865,6.288,6.017,67.829,87.059,0.454,0.506,26.19,5.44,31.63,0.086
Zack Greinke,Sinker,348,89.801,92.3,2205.693,9.597,-14.833,6.183,6.059,75.258,86.66,0.444,1.934,24.71,1.72,26.43,0.556
Zack Greinke,Slider,442,79.17,82.7,2464.179,2.402,13.63,6.156,5.881,97.744,81.631,0.315,-3.033,12.9,11.09,23.99,-0.686
Zack Kelly,Changeup,63,82.262,84.5,2286.222,5.455,-19.444,5.338,7.011,130.296,75.74,0.224,0.821,4.76,12.7,17.46,1.303
Zack Kelly,FourSeam,79,94.562,96.9,2153.329,15.67,-11.593,5.593,6.896,152.229,86.438,0.376,1.055,24.05,3.8,27.85,1.335
Zack Littell,FourSeam,414,94.08,96.6,2069.469,17.352,-8.311,6.121,6.347,98.765,83.337,0.382,-3.799,19.08,11.59,30.67,-0.918
Zack Littell,Sinker,127,92.884,94.9,2073.606,12.923,-15.145,6.055,6.287,100.129,79.822,0.348,-2.101,18.11,2.36,20.47,-1.654
Zack Littell,Slider,422,88.667,91.6,2211.723,7.817,0.754,6.177,6.244,105.513,82.931,0.366,-3.438,19.67,8.77,28.44,-0.815
Zack Littell,Splitter,254,84.263,86.8,914.181,2.254,-8.81,6.294,6.142,93.093,83.776,0.387,2.178,7.48,15.75,23.23,0.857
Zack Littell,Sweeper,99,80.545,82.9,2210.465,-1.856,12.876,5.922,6.231,67.511,77.676,0.361,0.408,5.05,12.12,17.17,0.412
Zack Short,FA,73,68.067,76.7,1603.781,18.572,-6.602,6.516,4.458,,84.714,0.381,1.437,10.96,1.37,12.33,1.968
Zack Weiss,FourSeam,65,94.063,95.7,2437.985,18.299,-4.523,5.741,6.395,122.884,87.641,0.494,0.844,24.62,3.08,27.7,1.298
Zack Weiss,Slider,143,83.828,86.4,2539.462,0.651,13.538,5.595,6.255,111.702,80.748,0.358,-3.439,18.88,15.38,34.26,-2.405
