Name,PitchType,Pitches,Velo,MaxVelo,SpinRate,IVB,HB,RelHeight,Extension,StuffPlus,AVGExitVelo,xwOBA,RunValue,CS,SwStr,CSW,RV100
Richard Lovelady,Sinker,77,90.961,93.1,2234.792,5.504,15.065,5.437,7.397,176.944,81.759,0.158,-1.522,23.38,9.09,32.47,-1.977
Richard Lovelady,Slider,172,85.892,89.0,2381.174,2.976,-4.699,5.318,7.261,129.208,84.914,0.356,-2.447,22.67,8.14,30.81,-1.423
Rico Garcia,FourSeam,105,95.359,97.5,2389.457,19.153,-8.438,5.943,5.894,144.108,87.828,0.54,3.421,15.24,3.81,19.05,3.258
Robbie Ray,FourSeam,51,92.892,95.6,2267.706,19.231,8.532,6.14,6.318,107.345,71.871,0.267,0.76,13.73,9.8,23.53,1.49
Robert Stephenson,Cutter,311,88.637,91.7,2873.871,2.801,-0.927,6.035,5.907,157.485,80.454,0.319,-11.824,12.86,36.01,48.87,-3.802
Robert Stephenson,FourSeam,106,96.798,98.3,2388.189,16.987,-12.127,5.864,6.076,122.09,87.351,0.485,2.913,15.09,13.21,28.3,2.748
Robert Stephenson,Splitter,69,88.836,91.0,1622.043,9.05,-12.555,5.989,6.104,86.625,78.486,0.205,-1.597,7.25,26.09,33.34,-2.314
Ron Marinaccio,Changeup,330,82.868,86.1,1964.918,1.758,-16.343,5.335,6.69,111.107,79.105,0.332,5.662,10.91,12.12,23.03,1.716
Ron Marinaccio,FourSeam,457,93.788,96.2,2268.856,16.649,-12.085,5.568,6.537,128.16,82.755,0.43,-8.019,16.85,11.16,28.01,-1.755
Ron Marinaccio,Sweeper,100,81.392,86.4,2347.37,5.539,10.822,5.054,6.614,114.485,79.668,0.3,1.41,15.0,9.0,24.0,1.41
Ronel Blanco,Changeup,81,85.532,88.6,1431.086,6.837,-12.997,5.975,6.772,106.335,81.532,0.397,-0.653,4.94,22.22,27.16,-0.806
Ronel Blanco,FourSeam,364,94.477,97.3,2267.324,18.872,-7.307,6.042,6.851,135.41,86.013,0.499,12.646,13.19,7.14,20.33,3.474
Ronel Blanco,Slider,440,87.982,91.2,2148.539,8.292,1.904,5.94,6.743,101.345,80.831,0.32,-6.75,10.23,22.05,32.28,-1.534
Ryan Brasier,FourSeam,191,95.14,97.0,2303.309,16.821,-7.733,5.619,6.809,124.706,85.035,0.466,6.401,17.28,9.95,27.23,3.351
Ryan Brasier,Slider,142,84.746,88.1,2488.599,0.674,5.92,5.662,7.018,111.566,83.752,0.327,0.799,9.86,13.38,23.24,0.563
Ryan Pressly,Changeup,92,89.948,92.5,2018.543,4.247,-12.974,5.751,6.278,128.018,81.283,0.373,1.546,10.87,7.61,18.48,1.68
Ryan Pressly,Curveball,260,82.069,84.6,3287.635,-12.621,14.622,6.011,6.043,155.181,84.798,0.447,1.651,19.23,20.38,39.61,0.635
Ryan Pressly,FourSeam,248,94.685,97.7,2557.706,17.554,-0.737,5.946,6.346,163.209,82.555,0.356,-1.85,20.97,3.63,24.6,-0.746
Ryan Pressly,Slider,406,89.798,92.3,2747.697,2.758,4.768,6.015,6.203,136.943,85.216,0.345,-7.948,13.05,20.94,33.99,-1.958
Ryan Sherriff,Sinker,57,88.691,91.7,2023.316,-1.036,18.008,4.602,6.233,123.941,83.61,0.364,-1.027,21.05,8.77,29.82,-1.802
Ryan Tepera,FourSeam,52,91.577,94.2,2313.269,17.142,-5.688,5.677,6.412,104.59,84.994,0.763,2.564,23.08,9.62,32.7,4.931
Ryan Tepera,Slider,68,84.393,86.9,2371.912,1.632,5.201,5.686,6.356,103.866,79.565,0.343,0.52,4.41,20.59,25.0,0.765
Ryan Thompson,Sinker,147,90.506,92.4,2041.129,-6.314,-14.209,3.797,6.563,113.625,81.826,0.28,-1.439,21.09,4.08,25.17,-0.979
Ryan Thompson,Slider,127,78.078,80.4,2154.732,6.631,17.586,3.752,6.391,95.131,83.133,0.367,0.025,21.26,11.02,32.28,0.02
Ryan Weber,Sinker,95,88.174,89.4,2054.832,-0.435,-19.578,5.003,5.497,88.706,88.357,0.3,-4.76,17.89,2.11,20.0,-5.011
Ryan Weber,Slider,61,78.354,80.9,2288.705,-4.55,17.398,5.03,5.362,105.259,81.921,0.522,2.516,18.03,8.2,26.23,4.125
Ryan Yarbrough,Changeup,175,78.365,82.1,1932.017,5.107,15.767,5.341,6.451,92.862,79.547,0.419,3.13,8.0,14.29,22.29,1.789
Ryan Yarbrough,Curveball,202,71.812,76.4,2184.955,4.914,-14.55,5.046,6.316,123.638,79.47,0.391,1.616,9.41,17.82,27.23,0.8
Ryan Yarbrough,Cutter,179,84.02,87.2,1987.279,8.362,0.493,5.158,6.42,90.371,75.807,0.302,-4.589,14.53,6.15,20.68,-2.564
Ryan Yarbrough,Sinker,223,86.826,90.8,1889.637,11.286,13.784,5.615,6.437,107.486,82.157,0.334,-0.361,28.7,1.79,30.49,-0.162
Ryne Stanek,FourSeam,552,98.154,100.5,2346.393,18.097,-9.54,6.474,5.939,138.36,83.879,0.341,-9.377,10.87,12.68,23.55,-1.699
Ryne Stanek,Slider,151,88.585,91.8,2486.139,-0.453,2.565,6.202,6.084,115.156,84.261,0.398,4.13,15.89,14.57,30.46,2.735
Ryne Stanek,Splitter,154,89.197,91.4,1057.896,5.19,-12.077,6.376,6.054,125.181,84.081,0.365,1.137,4.55,21.43,25.98,0.738
Sam Bachman,Sinker,112,96.836,99.5,2198.795,10.57,-14.965,5.456,6.347,110.836,83.206,0.28,3.292,15.18,5.36,20.54,2.939
Sam Bachman,Slider,179,87.973,90.9,2357.464,1.151,-0.074,5.462,6.287,115.151,84.496,0.367,-5.688,16.76,16.2,32.96,-3.178
Sam Hentges,Curveball,303,79.947,83.5,2381.363,-14.412,-6.806,6.454,6.843,98.708,82.894,0.369,-6.211,19.47,14.19,33.66,-2.05
Sam Hentges,FourSeam,304,95.638,98.0,2105.299,13.953,6.153,6.399,7.005,95.002,89.482,0.381,-5.832,22.04,8.88,30.92,-1.918
Sam Hentges,Sinker,113,95.299,97.6,2036.204,10.675,13.205,6.331,7.004,144.24,80.832,0.345,-0.407,14.16,7.08,21.24,-0.36
Sam Hentges,Slider,125,87.81,94.1,2229.496,2.643,-3.251,6.366,6.919,137.327,83.9,0.476,0.07,16.0,16.0,32.0,0.056
Sam Long,Curveball,237,77.422,80.6,2575.705,-14.789,-2.67,6.143,6.022,89.723,83.283,0.293,-0.257,22.78,6.75,29.53,-0.108
Sam Long,FourSeam,384,94.047,96.9,2263.12,17.403,4.964,5.987,6.177,111.155,82.384,0.412,4.809,15.36,5.99,21.35,1.252
Sam Long,Slider,96,84.831,87.7,2264.562,0.911,-0.935,5.969,6.054,120.936,84.543,0.314,2.359,11.46,14.58,26.04,2.457
Sam Moll,FourSeam,107,94.631,96.7,2596.084,12.367,9.155,5.229,4.874,162.887,80.18,0.354,0.869,15.89,10.28,26.17,0.812
Sam Moll,Sinker,262,93.583,96.5,2365.641,2.077,16.232,5.166,4.874,128.273,81.898,0.307,-1.255,20.61,6.87,27.48,-0.479
Sam Moll,Sweeper,258,82.027,84.6,3062.767,-0.178,-17.702,4.961,4.69,122.462,78.737,0.301,-2.381,20.93,10.08,31.01,-0.923
Sammy Peralta,Changeup,140,81.732,85.8,1886.593,-2.099,17.153,4.562,6.952,123.215,78.033,0.37,3.438,20.71,10.0,30.71,2.456
Sammy Peralta,FourSeam,136,89.816,92.7,2121.713,8.625,13.184,4.698,6.923,91.595,84.581,0.345,3.04,20.59,4.41,25.0,2.235
Sammy Peralta,Sweeper,84,77.176,80.4,2487.786,4.539,-17.683,4.483,6.611,106.977,74.243,0.22,-1.305,14.29,14.29,28.58,-1.554
Sawyer Gipson-Long,Changeup,82,85.76,88.2,1342.707,0.85,-13.538,5.144,7.565,143.05,73.533,0.216,2.11,4.88,25.61,30.49,2.573
Sawyer Gipson-Long,FourSeam,80,93.583,95.6,2165.9,13.501,-8.442,5.184,7.445,126.095,84.246,0.274,-2.757,21.25,7.5,28.75,-3.446
Sawyer Gipson-Long,Sinker,63,92.398,94.5,2024.635,3.095,-15.733,5.128,7.463,153.788,90.261,0.331,-2.94,26.98,12.7,39.68,-4.667
Sawyer Gipson-Long,Slider,107,82.359,85.0,2641.056,-3.397,9.615,5.234,7.356,143.773,80.478,0.364,2.124,15.89,16.82,32.71,1.985
Scott Barlow,Curveball,204,78.543,81.4,2550.363,-8.931,15.964,5.337,7.007,147.91,79.151,0.35,3.138,17.65,12.75,30.4,1.538
Scott Barlow,FourSeam,167,92.658,95.2,2374.18,11.429,-3.836,5.173,7.107,126.506,83.931,0.499,4.621,23.95,5.99,29.94,2.767
Scott Barlow,Slider,302,83.121,86.1,2564.407,-1.864,9.892,5.052,7.037,125.743,78.929,0.286,-2.364,15.89,16.56,32.45,-0.783
Sean Newcomb,Curveball,105,80.601,83.9,2795.752,-10.633,-15.302,6.121,5.71,112.617,77.808,0.298,1.469,17.14,7.62,24.76,1.399
Sean Newcomb,FourSeam,145,93.373,95.7,2291.952,15.901,7.217,6.334,5.711,97.051,82.982,0.388,-3.781,16.55,7.59,24.14,-2.608
Seth Martinez,Changeup,123,86.227,88.3,1653.268,0.1,-15.364,4.733,7.167,123.996,80.219,0.367,0.222,3.25,15.45,18.7,0.18
Seth Martinez,FourSeam,304,91.078,92.9,2163.641,12.862,-9.422,4.558,7.016,121.395,84.334,0.504,1.579,22.7,7.24,29.94,0.519
Seth Martinez,Sinker,130,90.202,91.8,2058.285,1.854,-14.137,4.588,7.038,129.648,84.13,0.34,-1.501,18.46,7.69,26.15,-1.155
Seth Martinez,Sweeper,205,79.343,81.9,2471.859,7.884,12.947,4.653,6.988,123.236,75.976,0.375,-3.388,15.12,15.61,30.73,-1.653
Shane Bieber,Changeup,68,87.169,88.5,1660.309,7.415,-14.042,5.6,6.669,99.722,89.823,0.434,2.266,11.76,2.94,14.7,3.332
Shane Bieber,Curveball,270,82.538,84.4,2239.089,-9.787,11.577,5.662,6.724,119.381,81.795,0.415,0.481,11.85,15.56,27.41,0.178
Shane Bieber,Cutter,523,86.509,88.8,2470.222,7.048,2.538,5.625,6.746,139.385,84.008,0.384,1.562,16.63,13.58,30.21,0.299
Shane Bieber,FourSeam,687,91.338,93.5,2241.645,17.111,-9.574,5.653,6.853,102.915,87.336,0.409,-4.896,30.42,2.91,33.33,-0.713
Shane Bieber,Slider,403,84.631,87.0,2533.806,0.3,3.139,5.62,6.728,113.804,83.101,0.352,-3.006,9.68,17.37,27.05,-0.746
Shane McClanahan,Changeup,469,86.909,90.7,1603.981,6.625,16.24,6.074,6.924,131.294,82.003,0.312,-10.047,9.38,27.51,36.89,-2.142
Shane McClanahan,Curveball,309,83.498,87.3,2531.728,-8.545,-3.824,6.078,6.943,121.534,84.446,0.439,-3.458,24.27,11.65,35.92,-1.119
Shane McClanahan,FourSeam,761,96.751,100.6,2241.784,17.633,9.924,6.231,7.012,128.948,84.542,0.412,-0.303,15.9,10.12,26.02,-0.04
Shane McClanahan,Slider,278,89.33,94.3,2255.712,4.008,-2.76,5.999,6.995,130.0,82.873,0.345,-0.373,17.27,15.47,32.74,-0.134
Shawn Armstrong,Cutter,300,91.358,94.3,2527.15,10.155,4.638,5.771,6.593,103.657,83.271,0.309,-7.037,13.0,14.0,27.0,-2.346
Shawn Armstrong,FourSeam,165,94.538,97.2,2382.539,16.645,-6.442,5.715,6.635,121.838,78.962,0.191,-2.918,11.52,16.97,28.49,-1.768
Shawn Armstrong,Sinker,272,94.675,97.4,2211.357,10.636,-15.951,5.651,6.665,112.426,80.262,0.332,-2.785,19.85,8.82,28.67,-1.024
Shawn Armstrong,Slider,59,85.207,87.3,2593.119,-1.45,11.296,5.873,6.564,112.603,79.165,0.28,1.688,8.47,10.17,18.64,2.861
Shawn Dubin,FourSeam,76,95.233,96.9,2333.368,16.491,-8.645,5.835,6.525,115.963,88.176,0.483,1.55,18.42,6.58,25.0,2.039
Shintaro Fujinami,Cutter,223,88.204,92.9,2041.103,2.286,0.906,5.487,6.625,130.465,81.207,0.429,-2.485,18.83,14.35,33.18,-1.114
Shintaro Fujinami,FourSeam,789,98.406,102.6,2014.479,14.031,-11.041,5.52,6.913,146.621,85.3,0.347,6.94,16.1,9.51,25.61,0.88
Shintaro Fujinami,Splitter,276,92.768,96.1,1190.286,2.966,-10.267,5.679,6.8,150.76,83.146,0.384,4.282,5.07,19.2,24.27,1.551
Shintaro Fujinami,Sweeper,84,84.285,86.8,2177.56,2.743,10.994,5.405,6.487,117.637,80.05,0.422,2.126,11.9,10.71,22.61,2.531
Shohei Ohtani,Curveball,76,75.659,82.4,2459.118,-13.789,11.837,6.235,6.734,115.619,80.221,0.324,-1.47,14.47,13.16,27.63,-1.934
Shohei Ohtani,Cutter,327,88.569,94.9,2376.11,4.476,4.11,5.683,6.854,136.886,83.154,0.519,5.682,14.07,11.31,25.38,1.738
Shohei Ohtani,FourSeam,683,96.837,101.2,2260.183,14.102,-4.078,5.679,6.926,135.448,81.951,0.385,-11.352,18.01,9.66,27.67,-1.662
Shohei Ohtani,Sinker,124,94.573,99.1,2013.887,5.894,-14.758,5.636,6.935,158.71,77.432,0.309,-0.828,24.19,5.65,29.84,-0.668
Shohei Ohtani,Splitter,134,88.625,95.4,1304.993,4.043,-8.032,5.933,6.905,131.12,78.559,0.288,1.788,5.22,16.42,21.64,1.334
Shohei Ohtani,Sweeper,728,83.636,89.2,2497.927,3.522,15.942,5.615,6.809,126.027,79.835,0.34,-9.994,19.09,16.76,35.85,-1.373
Sonny Gray,Changeup,181,87.876,90.3,1715.365,5.826,-13.514,5.349,6.612,99.379,85.019,0.321,1.65,13.81,6.08,19.89,0.912
Sonny Gray,Curveball,466,79.571,83.1,2644.335,-14.353,12.844,5.56,6.427,114.975,82.746,0.371,-4.424,20.82,13.09,33.91,-0.949
Sonny Gray,Cutter,364,87.578,91.3,2711.547,0.818,5.366,5.527,6.476,139.401,83.274,0.364,-7.126,17.86,12.91,30.77,-1.958
Sonny Gray,FourSeam,760,92.897,94.9,2536.737,12.466,0.488,5.522,6.53,106.138,83.057,0.34,-5.335,21.45,6.45,27.9,-0.702
Sonny Gray,Sinker,437,92.789,94.6,2442.995,9.596,-10.649,5.524,6.553,142.956,84.215,0.397,-4.65,18.76,6.86,25.62,-1.064
Sonny Gray,Sweeper,570,84.357,87.2,2707.298,-6.237,15.623,5.505,6.44,94.478,80.802,0.312,-18.087,5.44,21.75,27.19,-3.173
Spencer Patton,FourSeam,110,91.259,92.8,2038.109,13.943,-7.785,5.072,6.41,83.22,86.926,0.547,-0.66,13.64,9.09,22.73,-0.6
Spencer Patton,Slider,89,81.4,83.4,1935.966,0.789,13.281,4.993,6.224,87.898,80.945,0.292,1.407,15.73,7.87,23.6,1.581
Spencer Turnbull,Changeup,60,87.453,90.0,1886.317,0.338,-18.58,5.342,6.388,120.949,79.838,0.355,1.163,3.33,6.67,10.0,1.938
Spencer Turnbull,FourSeam,227,92.858,95.7,2457.89,10.991,-1.762,5.538,6.367,100.422,79.928,0.481,1.61,20.26,10.13,30.39,0.709
Spencer Turnbull,Sinker,106,93.343,95.8,2230.283,6.881,-14.123,5.453,6.486,115.681,84.43,0.325,-0.579,25.47,5.66,31.13,-0.546
Spencer Turnbull,Slider,124,83.816,89.0,2501.032,-1.503,8.025,5.534,6.394,108.634,85.828,0.312,1.019,14.52,11.29,25.81,0.822
Steven Cruz,FourSeam,107,97.705,101.3,2174.869,14.175,-10.645,5.294,7.031,142.086,86.185,0.397,-0.298,21.5,5.61,27.11,-0.279
Steven Cruz,Sinker,53,97.264,99.4,2156.358,11.239,-15.867,5.274,6.983,180.901,77.546,0.192,1.883,15.09,3.77,18.86,3.553
Steven Cruz,Slider,66,89.405,91.8,2160.848,5.993,5.431,5.32,7.006,144.339,85.04,0.288,-1.534,12.12,19.7,31.82,-2.324
Taj Bradley,Changeup,250,89.321,93.4,1439.692,7.432,-9.251,6.025,6.507,101.74,84.541,0.316,1.076,12.8,19.6,32.4,0.43
Taj Bradley,Curveball,303,78.946,83.1,2409.317,-16.479,6.624,6.185,6.418,106.311,79.523,0.438,-2.05,18.81,8.91,27.72,-0.677
Taj Bradley,Cutter,448,88.864,93.5,2353.938,5.209,4.457,6.063,6.465,120.004,83.272,0.422,6.437,14.06,12.95,27.01,1.437
Taj Bradley,FourSeam,816,96.122,99.4,2291.712,18.863,-4.866,6.13,6.442,138.8,82.652,0.441,4.682,14.09,9.07,23.16,0.574
Tanner Banks,Changeup,166,86.298,90.4,1829.488,5.791,11.473,6.308,6.15,110.94,86.88,0.317,-4.583,13.86,6.63,20.49,-2.761
Tanner Banks,Curveball,154,81.006,85.3,2317.974,4.879,-12.981,6.083,6.029,147.347,83.82,0.443,2.322,18.18,8.44,26.62,1.508
Tanner Banks,FourSeam,355,92.643,95.4,2240.53,15.39,2.175,6.43,5.941,107.949,82.572,0.431,3.199,18.31,10.14,28.45,0.901
Tanner Banks,Slider,302,86.366,89.5,2378.321,4.29,-4.911,6.258,6.064,96.585,81.593,0.275,-3.854,15.89,11.92,27.81,-1.276
Tanner Bibee,Changeup,386,83.824,87.4,2048.062,13.327,-13.418,6.234,6.443,108.98,76.25,0.305,-5.042,16.58,16.84,33.42,-1.306
Tanner Bibee,Curveball,216,78.35,81.9,2719.611,-11.492,10.339,6.485,6.543,104.298,85.31,0.425,-0.005,16.2,8.8,25.0,-0.002
Tanner Bibee,FourSeam,1093,94.902,99.0,2300.999,16.477,-4.546,6.422,6.567,105.463,85.014,0.376,-11.46,16.65,7.59,24.24,-1.048
Tanner Bibee,Slider,628,84.713,88.8,2793.608,-0.906,10.363,6.305,6.529,115.721,78.274,0.3,-7.13,15.92,14.65,30.57,-1.135
Tanner Houck,Cutter,181,91.294,94.5,2404.381,7.217,-3.453,5.214,6.47,146.035,85.014,0.33,-0.433,12.71,10.5,23.21,-0.239
Tanner Houck,FourSeam,169,93.85,96.4,2206.296,9.001,-8.243,5.202,6.567,82.525,87.898,0.372,3.144,13.61,5.92,19.53,1.86
Tanner Houck,Sinker,498,93.399,96.2,2129.08,-0.931,-15.425,5.341,6.475,176.92,86.739,0.356,0.95,20.88,8.43,29.31,0.191
Tanner Houck,Slider,666,83.87,86.7,2593.117,-2.409,11.152,5.311,6.269,103.315,80.461,0.354,-8.009,16.67,16.82,33.49,-1.203
Tanner Houck,Splitter,193,87.641,90.2,1691.171,1.324,-14.095,5.312,6.527,133.918,80.476,0.418,6.007,5.7,17.62,23.32,3.112
Tarik Skubal,Changeup,298,84.264,88.0,1562.758,4.79,12.867,6.16,6.213,105.153,80.221,0.309,-6.359,12.08,27.52,39.6,-2.134
Tarik Skubal,Curveball,83,76.44,80.9,2324.205,-11.0,-7.086,6.226,6.282,86.954,87.667,0.427,1.691,20.48,10.84,31.32,2.037
Tarik Skubal,FourSeam,438,95.757,99.0,2185.685,15.8,7.095,6.2,6.244,94.214,81.786,0.328,-9.955,18.95,11.87,30.82,-2.273
Tarik Skubal,Sinker,147,95.834,99.2,2080.782,11.288,14.934,6.123,6.252,109.505,83.384,0.277,-3.384,20.41,8.84,29.25,-2.302
Tarik Skubal,Slider,251,87.635,92.1,2075.064,5.275,-1.975,6.044,6.316,101.854,83.283,0.298,3.672,13.55,11.16,24.71,1.463
Tayler Saucedo,Changeup,203,85.958,88.4,2203.02,2.575,18.167,5.228,6.784,125.764,77.416,0.277,-0.502,7.39,18.23,25.62,-0.247
Tayler Saucedo,Sinker,314,92.289,94.6,2336.338,3.685,17.741,5.311,6.754,147.046,82.082,0.307,-4.771,24.2,7.32,31.52,-1.519
Tayler Saucedo,Slider,205,82.599,85.1,2355.19,1.132,-7.611,5.282,6.744,113.139,77.415,0.401,4.177,18.05,17.07,35.12,2.038
Tayler Scott,Sinker,77,93.971,95.7,2186.844,4.981,-17.11,4.859,5.795,148.764,90.389,0.498,3.786,24.68,3.9,28.58,4.917
Tayler Scott,Slider,96,84.212,86.4,2855.479,-1.604,13.615,4.849,5.746,107.013,77.155,0.319,-1.291,14.58,11.46,26.04,-1.345
Taylor Clarke,Changeup,164,89.062,91.9,1582.896,6.262,-15.22,5.906,6.286,103.007,79.627,0.422,4.776,10.37,12.8,23.17,2.912
Taylor Clarke,FourSeam,309,94.802,96.6,2249.379,17.454,-4.944,6.128,6.251,109.323,85.415,0.534,4.853,18.77,6.8,25.57,1.571
Taylor Clarke,Slider,392,88.53,91.0,2191.546,4.922,4.432,6.114,6.244,102.991,82.525,0.326,-3.286,15.56,16.07,31.63,-0.838
Taylor Clarke,Sweeper,198,83.862,86.1,2487.737,-2.505,11.227,6.08,6.253,88.346,79.178,0.386,3.898,10.61,14.14,24.75,1.969
Taylor Hearn,FourSeam,131,95.49,97.8,2269.947,16.668,9.545,6.448,6.279,129.619,82.748,0.532,1.906,16.03,11.45,27.48,1.455
Taylor Hearn,Slider,121,86.833,89.7,2048.041,2.036,-2.674,6.438,6.234,104.18,76.375,0.279,-0.196,9.09,13.22,22.31,-0.162
Tim Herrin,Curveball,60,83.46,85.9,2456.55,-3.474,-11.326,5.729,6.768,154.946,78.183,0.293,0.895,10.0,15.0,25.0,1.492
Tim Herrin,FourSeam,209,96.573,98.8,2394.139,12.967,6.978,5.511,6.709,124.014,80.574,0.344,0.365,16.27,8.61,24.88,0.175
Tim Herrin,Slider,205,88.077,91.1,2295.327,2.604,-3.971,5.487,6.627,112.628,80.437,0.562,3.243,15.12,14.63,29.75,1.582
Tim Mayza,Sinker,600,93.402,96.5,2056.032,8.251,16.168,6.334,6.494,120.351,80.539,0.34,-13.441,22.0,8.0,30.0,-2.24
Tim Mayza,Slider,187,86.214,89.7,2286.401,-1.091,-1.358,6.277,6.55,108.613,84.895,0.406,-1.518,10.7,11.76,22.46,-0.812
Tommy Kahnle,Changeup,518,88.828,93.3,1334.527,2.36,-12.685,5.659,6.666,117.129,80.299,0.305,-5.775,16.41,16.8,33.21,-1.115
Tommy Kahnle,FourSeam,114,95.309,98.2,2156.649,15.274,-5.38,5.943,6.68,108.484,81.164,0.269,0.774,22.81,10.53,33.34,0.679
Tommy Milone,Changeup,71,78.983,81.7,1709.732,8.681,14.917,6.097,6.093,124.998,76.581,0.364,-1.144,9.86,9.86,19.72,-1.611
Tommy Milone,FourSeam,61,86.641,87.9,2237.525,19.074,6.895,6.054,6.077,107.108,77.996,0.327,0.965,19.67,3.28,22.95,1.582
Touki Toussaint,Curveball,459,76.138,79.8,2438.885,-12.97,12.308,5.922,6.98,125.568,78.605,0.356,-8.828,18.95,12.64,31.59,-1.923
Touki Toussaint,FourSeam,373,93.567,96.0,2224.083,13.348,-9.19,5.617,7.048,103.029,85.283,0.418,6.35,18.77,6.97,25.74,1.702
Touki Toussaint,Sinker,421,92.856,95.8,2209.798,7.346,-15.737,5.591,7.037,117.464,81.424,0.345,0.271,25.65,3.09,28.74,0.064
Touki Toussaint,Splitter,299,87.543,90.8,1624.08,3.342,-11.033,5.626,7.092,139.932,82.314,0.392,0.195,8.36,15.05,23.41,0.065
Trent Thornton,FourSeam,153,94.069,96.4,2425.203,16.268,-2.754,5.463,6.433,130.104,87.589,0.432,0.297,20.26,8.5,28.76,0.194
Trent Thornton,Sinker,54,93.593,95.7,2301.463,9.447,-11.453,5.519,6.45,82.234,74.95,0.23,-2.857,11.11,9.26,20.37,-5.291
Trent Thornton,Sweeper,158,79.603,82.2,2965.892,-0.188,18.529,4.867,6.227,115.367,79.488,0.273,-2.37,24.05,12.66,36.71,-1.5
Trevor Gott,Cutter,191,88.584,91.6,2200.675,9.041,2.734,5.344,5.949,84.85,83.616,0.313,1.548,18.85,14.66,33.51,0.81
Trevor Gott,FourSeam,116,93.142,94.5,2124.819,15.486,-8.624,5.308,5.979,129.824,85.048,0.494,1.588,14.66,14.66,29.32,1.369
Trevor Gott,Sinker,130,93.55,95.7,1984.938,6.613,-17.263,5.217,5.976,105.193,84.421,0.257,1.535,30.0,2.31,32.31,1.181
Trevor Kelley,Sinker,144,89.095,91.5,2161.889,2.553,-19.968,3.682,6.733,170.308,84.583,0.38,0.785,27.78,6.25,34.03,0.545
Trevor Kelley,Sweeper,111,76.031,82.1,2494.162,8.046,14.77,3.311,6.384,125.899,76.694,0.373,1.058,12.61,13.51,26.12,0.953
Trevor May,Changeup,172,87.795,91.1,1647.64,8.986,-15.819,5.661,7.134,125.191,84.613,0.332,-4.24,18.6,12.79,31.39,-2.465
Trevor May,FourSeam,327,94.754,97.5,2268.339,16.738,-6.446,5.746,7.07,133.66,84.53,0.376,-2.779,16.51,13.46,29.97,-0.85
Trevor May,Slider,201,84.361,88.8,2451.274,-1.755,4.961,5.704,6.961,102.287,82.142,0.328,-1.666,23.38,1.99,25.37,-0.829
Trevor May,Sweeper,73,81.536,84.6,2527.192,-1.961,16.11,5.556,6.96,120.469,72.874,0.318,-1.063,10.96,12.33,23.29,-1.456
Trevor Richards,Changeup,765,82.539,85.0,2571.531,3.228,-15.489,6.239,6.226,173.426,79.178,0.365,-7.83,14.9,23.27,38.17,-1.024
Trevor Richards,FourSeam,585,92.779,94.9,2271.638,20.089,-7.738,6.303,6.3,110.642,84.593,0.418,8.616,17.78,8.38,26.16,1.473
Trevor Stephan,FourSeam,538,94.934,97.0,2527.712,14.889,-8.41,5.727,6.615,118.74,85.452,0.419,-4.418,15.43,8.92,24.35,-0.821
Trevor Stephan,Slider,271,85.42,89.3,2619.269,2.696,8.902,5.829,6.501,106.28,84.409,0.403,4.486,18.82,11.81,30.63,1.655
Trevor Stephan,Splitter,317,86.528,89.8,1288.423,5.007,-10.228,5.895,6.574,117.586,77.66,0.315,-3.958,2.21,25.55,27.76,-1.249
Trey Wingenter,FourSeam,155,95.804,97.5,2025.677,14.813,-8.333,5.615,7.142,128.309,85.629,0.407,0.834,14.84,5.81,20.65,0.538
Trey Wingenter,Slider,153,84.116,86.3,2007.359,-2.761,1.045,5.547,6.885,111.938,83.878,0.285,-0.123,9.8,21.57,31.37,-0.08
Triston McKenzie,Curveball,50,78.802,82.0,2215.7,-6.576,7.385,6.425,6.634,101.53,76.859,0.303,0.565,18.0,10.0,28.0,1.13
Triston McKenzie,FourSeam,190,92.371,95.7,2254.3,19.892,-3.326,6.45,6.833,107.508,85.975,0.377,0.969,14.74,6.32,21.06,0.51
Triston McKenzie,Slider,60,85.157,88.9,2187.833,5.652,5.006,6.406,6.787,110.726,77.36,0.218,-1.191,6.67,23.33,30.0,-1.985
Tucker Davidson,FourSeam,298,91.374,94.3,1969.886,17.068,2.316,6.16,6.678,96.433,84.608,0.437,4.917,26.85,4.03,30.88,1.65
Tucker Davidson,Slider,372,84.829,90.0,2260.387,-1.262,-6.42,6.122,6.499,93.839,83.038,0.414,2.43,14.25,12.1,26.35,0.653
Tucker Davidson,Splitter,63,82.573,86.2,1090.952,5.065,7.442,5.939,6.7,113.641,73.944,0.156,-2.761,4.76,28.57,33.33,-4.383
Tucker Davidson,Sweeper,93,79.584,83.5,2357.763,-2.938,-17.031,5.978,6.423,87.341,78.576,0.32,0.145,11.83,15.05,26.88,0.156
Ty Adcock,FourSeam,91,96.584,98.4,2093.495,16.12,-6.091,6.114,6.354,114.797,83.472,0.366,-2.581,13.19,7.69,20.88,-2.836
Ty Adcock,Slider,116,86.488,90.0,2130.388,-0.142,4.662,6.016,6.4,91.839,83.62,0.525,1.536,13.79,12.93,26.72,1.324
Tyler Alexander,Changeup,115,82.751,84.4,1504.609,7.813,13.534,5.659,6.352,104.276,82.143,0.404,4.838,8.7,6.96,15.66,4.207
Tyler Alexander,Cutter,239,86.385,89.5,2371.067,9.802,-1.816,5.649,6.315,114.099,81.834,0.461,-1.459,26.36,8.37,34.73,-0.61
